source_name,author,date,title,description,content
Business Insider,Huileng Tan,2023-10-02,Billionaire investor Bill Ackman says he would be 'absolutely' interested in a deal with Elon Musk's X,"However, Ackman — who is worth $3.6 billion as of Sunday — told the WSJ he doesn't know if X is interested, or if the deal is doable.","Composite of Elon Musk and Bill Ackman.Chesnot/Michael Bezjian/Getty Images for Brand Innovators
<ul>
<li>Billionaire investor Bill Ackman told the WSJ he would be interested in a deal with Elon Mus… [+2399 chars]"
Ars Technica,Jon Brodkin,2023-10-02,Judge upholds Tesla arbitration agreement that drivers called “unconscionable”,Lawsuit said Tesla and Elon Musk falsely marketed cars as self-driving.,"Enlarge/ Tesla Motors store in Tokyo, Japan, on Friday, Aug. 18, 2023.
1 with 
Four Tesla drivers who sued the company over its allegedly deceptive ""self-driving"" claims will have to go to arbitrat… [+3612 chars]"
Fortune,Nicholas Gordon,2023-10-03,"Warren Buffett-backed BYD is just over 3,000 cars away from overtaking Tesla as the world’s biggest seller of EV cars",Tesla's disappointing third-quarter deliveries may leave an opening for BYD to be the world's top seller of battery electric cars.,"Teslas disappointing third-quarter deliveries are giving its closest rivalBYD, the Chinese EV giant backed by Warren Buffetts Berkshire Hathawayan opportunity to swipe top place in the electric car r… [+2831 chars]"
Next Big Future,Brian Wang,2023-10-03,Pepsi Reveals Everything About The Tesla Semi Trucks,"Pepsi has described its experience of using 21 Tesla Semi trucks for ten months and how they operated during the Run on Less trucking event. In December 2022, PepsiCo took the first delivery of the all-electric Tesla Semi trucks and as of September 1, nearly …","Pepsi has described its experience of using 21 Tesla Semi trucks for ten months and how they operated during the Run on Less trucking event. In December 2022, PepsiCo took the first delivery of the a… [+2386 chars]"
News24,news24,2023-10-03,News24 | Elon Musk must face fraud lawsuit for disclosing Twitter stake late,"A US judge ordered Elon Musk to face most of a lawsuit claiming he defrauded former Twitter shareholders last year by waiting too long to disclose that he had invested in the social media company, which he later bought and renamed X.","<ul><li>Elon Musk is to face most of a lawsuit claiming he defrauded former Twitter shareholders last year.</li><li>Musk bought Twitter for $44 billion last October.</li><li>Under the SEC rule, inves… [+2130 chars]"
The Verge,Jacob Kastrenakes,2023-10-03,Grimes sues Elon Musk after saying he won’t let her ‘see my son’,Grimes is suing Elon Musk to establish a “parental relationship” with one of their children. They have three children together.,"Grimes sues Elon Musk after saying he wont let her see my son
Grimes sues Elon Musk after saying he wont let her see my son
 / The lawsuit seeks to establish a parental relationship with one of the… [+1638 chars]"
Business Insider,astjohn@insider.com (Alexa St. John),2023-10-04,The founder of Tesla's biggest China rival reportedly drank a glass of battery fluid to impress one of Warren Buffett's lieutenants,"The founder of Chinese automaker BYD, Tesla's biggest global EV rival, once drank battery fluid in front of a big-name investor to show just how green the tech was.","The founder of Chinese automaker BYD, Tesla's biggest global EV rival, once drank battery fluid in front of a big-name investor to show just how serious he was about his company, the Wall Street Jour… [+3604 chars]"
Business Insider,astjohn@insider.com (Alexa St. John),2023-10-04,The founder of Tesla's biggest China rival reportedly drank a glass of battery fluid to impress one of Warren Buffett's lieutenants,"The founder of Chinese automaker BYD, Tesla's biggest global EV rival, once drank battery fluid in front of a big-name investor to show just how green the tech was.","The founder of Chinese automaker BYD, Tesla's biggest global EV rival, once drank battery fluid in front of a big-name investor to show just how serious he was about his company, the Wall Street Jour… [+3604 chars]"
TechRadar,Leon Poultney,2023-10-05,The Volcon Grunt Evo is the off-road electric motorcycle Mad Max dreams are made of,"The Volcon Grunt Evo goes into production and promises silent, off-road thrills","Volcon might not have the same instant recognition as, say, Tesla, but the Texan company is busily (and quietly) building a range of electric off-road motorcycles and UTVs (utility vehicles) that are… [+2691 chars]"
The Verge,Andrew J. Hawkins,2023-10-05,Hyundai’s future EVs will also have Tesla’s EV charging port,Hyundai will feature Tesla’s EV charging port on its future vehicles. The South Korean company is the latest to adopt Tesla’s North American Charging Standard.,"Hyundais future EVs will also have Teslas EV charging port
Hyundais future EVs will also have Teslas EV charging port
 / The latest automaker to join Elon Musks EV charging party is also the first … [+2855 chars]"
ABC News,The Associated Press,2023-10-05,US regulators seek to compel Elon Musk to testify in their investigation of his Twitter acquisition,"The Securities and Exchange Commission says it is seeking a court order that would compel Elon Musk to testify as part of an investigation into his purchase of Twitter, now called X","SAN FRANCISCO -- The Securities and Exchange Commission said Thursday it is seeking a court order that would compel Elon Musk to testify as part of an investigation into his purchase of Twitter, now … [+2592 chars]"
Business Insider,Kali Hays,2023-10-05,The SEC is investigating Elon Musk's purchase of Twitter and attempting to force him to sit for questioning,The Tesla billionaire made a chaotic acquisition of Twitter last year.,"Elon Musk.Chesnot via Getty Images
<ul><li>The SEC is investigating Elon Musk's initial investment in Twitter and his eventual takeover.</li><li>The government agency says Musk has failed to sit for… [+2761 chars]"
Ars Technica,Jonathan M. Gitlin,2023-10-05,Hyundai is switching to Tesla-style NACS plugs for its EVs in late 2024,Hyundai EVs that still have the CCS1 plug will get access in 2025 with an adapter.,"44 with 
On Thursday morning, Hyundai announced that it's the latest automaker to adopt the North American Charging Standard for its battery electric vehicles. Developed by Tesla, NACS was opened up… [+2045 chars]"
CNN,Peter Valdes-Dapena,2023-10-05,Hyundai and Kia are the latest to switch to Tesla EV charging,"South Korean automakers Kia, Hyundai and luxury auto brand Genesis announced Thursday that their electric vehicles in the United States will have Tesla-style charging ports, starting in the last quarter of 2024. This will allow owners of those vehicles to sea…","South Korean automakers Kia, Hyundai and luxury auto brand Genesis announced Thursday that their electric vehicles in the United States will have Tesla-style charging ports, starting in the last quar… [+2384 chars]"
NBC News,"Jonathan Vanian, CNBC",2023-10-05,SEC sues to force Elon Musk to testify in Twitter probe,The U.S. Securities and Exchange Commission sued Elon Musk on Thursday in an effort to compel the billionaire to testify over his purchase of Twitter last year.,"The U.S. Securities and Exchange Commission sued Elon Musk on Thursday in an effort to compel the billionaire to testify over his purchase of Twitter last year.
Attorneys representing the SEC allege… [+1545 chars]"
Next Big Future,Brian Wang,2023-10-06,Tesla Megachargers for Semi Truck Charging,"Tesla has been producing the Semi in Texas since October 2022. Tesla has also deployed a mobile Megacharger at its Supercharger station in Baker, California. If Tesla adds 750 kilowatt chargers at larger Supercharger locations then they will need to allocate …","Tesla has been producing the Semi in Texas since October 2022. Tesla has also deployed a mobile Megacharger at its Supercharger station in Baker, California. If Tesla adds 750 kilowatt chargers at la… [+4259 chars]"
Business Insider,Erin Snodgrass,2023-10-06,Elon Musk and Grimes' 3 kids ordered to stay in California after Grimes files for physical custody,"Grimes filed for physical custody of the former couple's kids about three weeks after Elon Musk sued her to establish a ""parent-child relationship.""","Elon Musk (left) and Grimes (right).Chesnot via Getty Images; Frazer Harrison via Getty Images
<ul><li>Grimes sued Elon Musk for physical custody of the former couple's three children last month.</l… [+4017 chars]"
Reuters,Reuters,2023-10-06,"Tesla slashes prices of Model 3, Models Y vehicles in US","Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> has cut prices of its Model 3 compact sedan and Model Y SUV in the U.S. by about 2.7% to 4.2% to stoke demand for its electric vehicles, days after the automaker fel…","Oct 5 (Reuters) - Tesla (TSLA.O) has cut prices of its Model 3 compact sedan and Model Y SUV in the U.S. by about 2.7% to 4.2% to stoke demand for its electric vehicles, days after the automaker fell… [+1736 chars]"
Breitbart News,"Lucas Nolan, Lucas Nolan",2023-10-06,SEC Seeks to Force Elon Musk Testimony on Pre-Buyout Twitter Share Purchases,"Elon Musk, the billionaire CEO of Tesla, finds himself once again in the crosshairs of the SEC over his Twitter stock purchases before he eventually bought the entire company. The SEC is attempting to force Musk to provide testimony to their investigation, cl…","Elon Musk, the billionaire CEO of Tesla, finds himself once again in the crosshairs of the SEC over his Twitter stock purchases before he eventually bought the entire company. The SEC is attempting t… [+4344 chars]"
Next Big Future,Brian Wang,2023-10-06,Tesla EVs and Solar Heading to 90% Lower Energy Costs,"Marginal cost of energy by 2030 will approach ~$0.005/kWh. This is about ten times less than most of the energy today. It is essentially making power free and abundant. The big issue will be the realized cost of this energy and will demonstrate, especially in…","Marginal cost of energy by 2030 will approach ~$0.005/kWh. This is about ten times less than most of the energy today. It is essentially making power free and abundant.
The big issue will be the rea… [+6053 chars]"
ABC News,MATT O'BRIEN AP technology writer,2023-10-06,US regulators seek to compel Elon Musk to testify in their investigation of his Twitter acquisition,"The Securities and Exchange Commission says it is seeking a court order that would compel Elon Musk to testify as part of an investigation into his purchase of Twitter, now called X","The Securities and Exchange Commission said Thursday it is seeking a court order that would compel Elon Musk to testify as part of an investigation into his purchase of Twitter, now called X.
The SE… [+3855 chars]"
Engadget,Malak Saleh,2023-10-06,Kia EV owners will get access to Tesla Superchargers in North America,"Kia plans to build the NCAS port, which is the most common charging standard, into all of its new electric vehicles that go on sale in North America starting...","Kia drivers that own electric vehicles will be able to use
 12,000 Tesla Superchargers
 across the United States, Canada and Mexico. This is taking place, just as the company rolls out its EV9 elec… [+2002 chars]"
ABC News,The Associated Press,2023-10-06,"CalAmp, Tesla fall; Pioneer Natural, NuScale rise Friday, 10/6/2023","Stocks that are trading heavily or have substantial price changes on Friday: CalAmp, Tesla fall; Pioneer Natural, NuScale rise","NEW YORK -- Stocks that are trading heavily or have substantial price changes on Friday: 
Pioneer Natural Resources Co. (PXD), up $23.66 to $238.62.
Exxon Mobil is reportedly considering buying the… [+985 chars]"
Fortune,Lionel Lim,2023-10-06,"VinFast, Vietnam's answer to Tesla, unveils a $623M quarterly loss almost 2 months after its wild Nasdaq debut","Vietnam's answer to Tesla sold just 10,000 cars last quarter—mostly to a taxi company owned by its founder Pham Nhat Vuong.","VinFast, the recently-debuted Vietnamese electric carmaker that at one point was worth more than most of the auto industry, is getting even more of a reality check following a collapse in its share p… [+2396 chars]"
The Washington Post,Trisha Thadani,2023-10-06,Inside the final seconds of a deadly Tesla Autopilot crash,A lawsuit over the crash could determine whether the maker of the technology bears some responsibility when things go wrong in a vehicle guided by Autopilot.,"The sun had yet to rise in Delray Beach, Fla., when Jeremy Banner flicked on Autopilot. His red Tesla Model 3 sped down the highway at nearly 70 mph, his hands no longer detected on the wheel.
Secon… [+18423 chars]"
Fortune,Christiaan Hetzner,2023-10-06,Elon Musk is cutting Tesla's list prices in the U.S. again after poor Q3 sales,Once again Elon Musk is resorting to profit-eroding price discounts to stimulate demand after Q3 vehicle sales came in well short of market expectations.,"Elon Musk is slashing U.S. prices once again for both the Model Y and the Model 3 which together are responsible for over 95% of his vehicle sales.While this is good news for new buyers, it raises mo… [+3689 chars]"
The Times of India,ET Online,2023-10-07,"Elon Musk's request for a scandalous moniker: The ""Elongate"" buzzes on X","Elon Musk's recent tweet on X requesting a scandalous moniker has gone viral, with millions of views and witty responses flooding in. Musk humorously asked for any potential scandal involving him to be called ""Elongate,"" sparking creativity and humor within t…","Elon Musk's recent X post about potential scandals has not only left people in splits but will undoubtedly tickle your funny bone too. The tech mogul's playful request for a scandalous moniker, dubbe… [+2545 chars]"
Breitbart News,"Alana Mastrangelo, Alana Mastrangelo",2023-10-08,Elon Musk Endorses Pro-Palestinian Terror Account on X/Twitter,"Tesla CEO and Elon Musk has endorsed a pro-Palestinian terror account on his X/Twitter platform, claiming the ""War Monitor"" account, which puts Israel in quote marks as it argues there is ""no such thing,"" and refers to Palestinian terrorists as ""resistance fi…","Tesla CEO and Elon Musk has endorsed a pro-Palestinian terror account on his X/Twitter platform, claiming the “War Monitor” account, which puts Israel in quote marks as it argues there is “no such th… [+3724 chars]"
Business Insider,Kylie Kirschner,2023-10-09,"Tesla owners are using the new button on the side of the iPhone 15 Pro to unlock their car, pop the frunk, and get the AC going","Tesla owners have wasted no time in programming Apple's new ""action button"" on the iPhone 15 Pro to make it easier than ever to control their car.","The new action button can be used as a Tesla key fob.Apple, Sjoerd van der Wal/Getty Images
<ul>
<li>The new iPhone 15 Pro has a customizable ""action button"" in place of the ring/silent switch.</li>… [+2269 chars]"
Fortune,"Tom Randall, Bloomberg",2023-10-09,Elon Musk's latest Tesla price cuts 'to unload inventory' are good news for car buyers but bad news for investors,Teslas now cost less than average U.S. gasoline-powered cars and trucks.,"Teslas top-selling electric vehicles now compete directly with gasoline cars on price after the latest round of price reductions. The lower prices could cost the company $1.2 billion a year, accordin… [+2564 chars]"
Business Insider,Kylie Kirschner,2023-10-09,"Tesla owners are using the new button on the side of the iPhone 15 Pro to unlock their car, pop the frunk, and get the AC going","Tesla owners have wasted no time in programming Apple's new ""action button"" on the iPhone 15 Pro to make it easier than ever to control their car.","The new action button can be used as a Tesla key fob.Apple, Sjoerd van der Wal/Getty Images
<ul>
<li>The new iPhone 15 Pro has a customizable ""action button"" in place of the ring/silent switch.</li>… [+2269 chars]"
The Irish Times,Proinsias O'Mahony,2023-10-10,Magnificent seven stocks are keeping indices afloat,"While the S&P 500 is still up 11% this year, it is entirely due to tech giants which are up 81%","The so-called magnificent seven tech giants Apple, Microsoft, Alphabet, Amazon, Nvidia, Tesla, and Meta may have slipped lately, but they are still keeping the US stock market aloft.
At the end of M… [+1053 chars]"
