source_name,author,date,title,description,content
Breitbart News,"John Hayward, John Hayward",2023-09-14,Vladimir Putin Praises Elon Musk as ‘Outstanding Person’ and 'Talented Businessman’,Russian leader Vladimir Putin took a moment to praise Elon Musk on Tuesday while attending the Eastern Economic Forum in Vladivostok.,"Russian leader Vladimir Putin took a moment to praise Elon Musk Tesla and SpaceX founder on Tuesday while attending the Eastern Economic Forum in Vladivostok.
Musks recently disclosed decision to de… [+3372 chars]"
The Jerusalem Post,By JERUSALEM POST STAFF,2023-09-18,Elon Musk gives Benjamin Netanyahu tour of Tesla factory,Netanyahu and his wife received from Musk an overview of the company's developments and the various models and observed the production and assembly process of the advanced electric cars.,"Tesla CEO Elon Musk gave Israeli Prime Minister Benjamin Netanyahu a tour of the Tesla factory in Fremont, California on Monday during his visit to the US.
Netanyahu and his wife received from Musk … [+1935 chars]"
Business Insider,"Beatrice Nolan,Grace Dean",2023-09-14,"Elon Musk and his siblings hated one of their mom's boyfriends so much that they put tiny firecrackers in his cigarettes that exploded, book says","Walter Isaacson's book, ""Elon Musk,"" details the billionaire's childhood and relationship with his parents.","Maye Musk dated the man after she divorced Elon Musk's father Errol Musk, according to Walter Isaacson.ANGELA WEISS/AFP via Getty Images
<ul><li>The Musk siblings hated a man Maye Musk was dating so… [+1844 chars]"
Business Insider,Tom Carter,2023-09-29,Elon Musk describes himself as 'aspirationally Jewish' as he pushes back on reports that X is spreading antisemitism,"X owner Elon Musk said his entire life was ""pro-semitic"" in a recent conversation with conservative commentator Ben Shapiro.","Elon Musk comments came after he threatened to sue the ADL, saying it had accused him of antisemitism.Nathan Howard/Getty Images
<ul><li>Elon Musk said that he can't be antisemitic as he's ""aspirati… [+2547 chars]"
Engadget,Mariella Moon,2023-09-29,Tesla sued by federal agency for racial harassment at California factory,"Tesla has been tolerating racial harassment at its factory in Fremont, California since at least 2015 until today, according to the lawsuit filed by the US Equal Employment Opportunity Commission (EEOC). The automaker has violated federal law by tolerating th…","Tesla has been tolerating racial harassment at its factory in Fremont, California since at least 2015 until today, according to the lawsuit filed by the US Equal Employment Opportunity Commission (EE… [+1829 chars]"
Newsweek,AJ Khan,2023-10-09,Autonomous Fleets Are Almost Here. Are They Safe From Cyberattacks? | Opinion,"Although there are generic cybersecurity mandates in many countries, jurisdictions must legislate automotive cybersecurity specific legislations for cars operating on our roads.","As our society transforms into a more connected world, an essential component of this shift is the need for safe and secure driving experiences on our roads. The recent hacking of a Tesla in under tw… [+5155 chars]"
Business Insider,Theron Mohamed,2023-09-18,"Elon Musk blasted short-sellers as bloodsuckers. Bill Gates, 'Big Short' star Michael Burry, and other top investors have bet against Tesla.","Elon Musk hates people who bet against Tesla. Bill Gates, Michael Burry, Jim Chanos, and David Einhorn have all taken short positions in recent years.","Elon Musk.REUTERS/Rebecca Cook
<ul>
<li>Elon Musk blasted short-sellers as ""leeches"" and bemoaned their access to inside information.</li>
<li>Bill Gates, Michael Burry, David Einhorn, and Jim Chano… [+3180 chars]"
Business Insider,Lakshmi Varanasi,2023-09-13,Elon Musk's ex-wife told his biographer that deep inside the Tesla CEO 'is this manchild still standing in front of his father',"On an episode of Lex Fridman's podcast, Elon Musk's biographer talked about Musk's relationship to his father and its impact on Musk's personality.","Elon Musk's ex-wife, actress Talulah Riley, said that deep inside, Elon Musk is a ""manchild"" still standing in front of his father, according to Musk's biographer Walter Isaacson.Evan Agostini/AP Ima… [+3317 chars]"
The Washington Post,Evan Halper,2023-09-18,Tesla and EV supply chains raise concerns about forced labor in China,"Companies with ties to China’s oppressive tactics in Xinjiang are becoming embedded in the EV supply chain, worrying experts who say the industry is at an inflection point on human rights.","Reporter Evan Halper spent months mapping the opaque China-based supply chains behind the production of millions of electric vehicles. With the help of researchers, he pieced together hundreds of fin… [+29891 chars]"
Fortune,Christiaan Hetzner,2023-09-12,Elon Musk’s supercomputer Dojo added $70 billion to Tesla’s market cap. So what exactly is it?,Elon Musk's Tesla share price has jumped the equivalent of BMW Group's value after Morgan Stanley released a report on the potential of the A.I. dojo supercomputer.,"Teslas gonzo market cap is so enormous that its daily swings in value often exceed the sum total of most major automakers. On slow days it might only be the equivalent of Volvo or [hotlink]Nissan,[/h… [+3926 chars]"
The Verge,Andrew J. Hawkins,2023-10-02,"Tesla produced over 430,000 vehicles in the third quarter of 2023","Tesla produced over 430,000 vehicles in Q3 of 2023, a 10 percent drop from the previous quarter but a 25 increase year over year. The company said it will produce 1.8 million vehicles in 2023.","Photo by Costfoto / NurPhoto via Getty Images

 

 Tesla produced 430,488 vehicles in the third quarter of 2023, a 10 percent drop from the previous quarter but a 25 percent year-over-year increase … [+624 chars]"
Reuters,Giulio Piovaccari,2023-10-11,"Ford, Hyundai turn to Italian casting machine maker IDRA","Idra, an Italian aluminium casting machine maker and Tesla supplier <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a>, has added Ford <a href=""https://www.reuters.com/markets/companies/F.N"" target=""_blank"">(F.N)</a>, Hyun…","TRAVAGLIATO, Italy, Oct 11 (Reuters) - Idra, an Italian aluminium casting machine maker and Tesla supplier (TSLA.O), has added Ford (F.N), Hyundai (005380.KS) and a European company to its customer b… [+1724 chars]"
Next Big Future,Brian Wang,2023-09-19,Comparing Tesla Semi Versus Diesel Semis With Real World Data,There is now real world driving data on the Tesla Semi and other electric Semi trucks from the Runonless testing event. The World has a global fleet of about 30 million Semi trucks and about 3 million are purchased every year. 70% of the large and Semi trucks…,There is now real world driving data on the Tesla Semi and other electric Semi trucks from the Runonless testing event. The World has a global fleet of about 30 million Semi trucks and about 3 millio… [+7282 chars]
Business Insider,Grace Kay,2023-09-28,X CEO slams claims she's CEO in name only as 'not nice;' 'Who wouldn't want Elon Musk sitting by their side running product?',X CEO Linda Yaccarino took the stage at Vox's Code Conference shortly after an ex-Twitter staffer spoke on his negative experience at the company.,"Linda Yaccarino, left, is CEO of X, but Elon Musk, right, has said he runs the engineering side of the company.Santiago Felipe/Getty Images, Gotham/FilmMagic
<ul>
<li>X CEO Linda Yaccarino slammed q… [+4314 chars]"
Fortune,Will Daniel,2023-09-22,Benjamin Netanyahu fears AI could ‘cannibalize’ more jobs than it creates. ‘This is like having nuclear technology in the Stone Age’,"The pace of AI development “is outpacing what solutions we need to put in place to maximize the benefits and limit the risks,” the Israeli Prime Minister warned.","Israeli Prime Minister Benjamin Netanyahu sat down with Tesla CEO Elon Musk, MIT professor Max Tegmark, and OpenAI president Greg Brockman on Sunday for a round-table discussion about artificial inte… [+4019 chars]"
Breitbart News,"Alana Mastrangelo, Alana Mastrangelo",2023-10-03,Singer Grimes Sues Elon Musk over Parental Rights of Their Three Kids,"Singer Grimes is reportedly suing her ex-boyfriend, Elon Musk, over parental rights of their three children, X Æ A-Xii, Exa Dark Sideræl, and Techno Mechanicus.","Singer Grimes is reportedly suing her ex-boyfriend, Elon Musk, over parental rights of their three children, X Æ A-Xii, Exa Dark Sideræl, and Techno Mechanicus.
Grimes, whose real name is Claire Bou… [+1979 chars]"
Business Insider,Joseph Wilkins,2023-09-27,Elon Musk says the UAW's strike demands will drive America's big 3 automakers 'bankrupt',"Workers at Ford, General Motors, and Chrysler owner Stellantis began the first simultaneous walkout on September 15 in a row over wages and working hours.","Elon Musk is CEO of Tesla.Getty Images
<ul>
<li>Elon Musk hit out at the United Auto Workers in a post on X on Tuesday. </li>
<li>The Tesla CEO said the union's demands would ""drive GM, Ford and Chr… [+1978 chars]"
Fortune,The Associated Press,2023-10-05,Elon Musk's refusal to testify in SEC probe of Twitter acquisition prompts agency to seek court order,"Musk objected to testifying in San Francisco because he doesn’t live there—but still refused when the SEC said Texas was fine, too.","The Securities and Exchange Commission said Thursday it is seeking a court order that would compel Elon Musk to testify as part of an investigation into his purchase of Twitter, now called X.The SEC … [+2569 chars]"
Engadget,Andrew Tarantola,2023-09-25,OSIRIS-REx used a Tesla-esque navigation system to capture 4.5 billion-year-old regolith,NASA's pioneering OSIRIS-REx mission has successfully returned from its journey to the asteroid Bennu. The robotic spacecraft briefly had set down on the celestial body in a first-of-its-kind attempt (by an American space agency) to collect pristine rock samp…,NASA's pioneering OSIRIS-REx mission has successfully returned from its journey to the asteroid Bennu. The robotic spacecraft briefly set down on the celestial body in a first-of-its-kind attempt (by… [+6228 chars]
Business Insider,gdean@insider.com (Grace Dean),2023-09-14,"Elon Musk said that he had to take 'random drug tests for a couple of years' after smoking weed on the Joe Rogan podcast: 'Fortunately, I really don't like doing illegal drugs'","Elon Musk, who is known for cracking 420 jokes and has reportedly taken ketamine, told his biographer he ""really"" doesn't like taking illegal drugs.","Elon Musk, who is known for cracking 420 jokes and has reportedly taken ketamine, told his biographer that he ""really"" doesn't like taking illegal drugs.
The Wall Street Journal
 reported in June t… [+3312 chars]"
The Hill,Sarah Fortinsky,2023-09-18,"Musk, Erdoğan discuss Tesla plant in Turkey","Tech billionaire Elon Musk and Turkish President Recep Tayyip Erdoğan discussed the prospect of building Tesla’s newest factory in Turkey, at a meeting...","Tech billionaire Elon Musk and Turkish President Recep Tayyip Erdoan discussed the prospect of building Teslas newest factory in Turkey, at a meeting Monday in New York.
Erdoan, who is in New York f… [+1377 chars]"
Next Big Future,Brian Wang,2023-09-18,Twitter Space on the Next Great Power,"I, Brian Wang, will be talking with Warren Redlich and @Anything Tesla about the Next Great Power. China vs USA vs India. I will be making a case for ASEAN and Canada. We will discuss demographics, immigration-emigration and people, money and technology. I wo…","I, Brian Wang, will be talking with Warren Redlich and @Anything Tesla about the Next Great Power. China vs USA vs India.
I will be making a case for ASEAN and Canada. We will discuss demographics, … [+1989 chars]"
Business Insider,"tlevin@insider.com (Tim Levin,Nora Naughton)",2023-10-01,UAW strike chaos isn't all good news for Tesla,"A big contract win for the United Auto Workers could give the union the credibility it needs to organize at Tesla and other automakers, experts said.","As disgruntled workers revolt at General Motors, Ford, and Stellantis, it's business as usual at Elon Musk's Tesla. At least for now.
In some ways, the auto worker's strike is a boon for the non-uni… [+3895 chars]"
USA Today,"Jessica Guynn, USA TODAY",2023-09-12,Inside 'Elon Musk': Everything you need to know about the Walter Isaacson biography,"From relationships with Amber Heard and Grimes, 'demon mode' and Starlink, 'Elon Musk' offers an intimate look inside the famous billionaire's life.","Walter Isaacsons new biography, Elon Musk, that reveals new details about the private and professional lives of the worlds richest person, hit stores Tuesday.
Isaacson, 71, the bestselling author of… [+10862 chars]"
TechCrunch,Kirsten Korosec,2023-10-02,Tesla misses on Q3 delivery expectations,"Tesla delivered 435,059 vehicles in the third quarter, a result that missed Wall Street expectations and was nearly 7% lower than the previous quarter...","Tesla delivered 435,059 vehicles in the third quarter, a result that missed Wall Street expectations and was nearly 7% lower than the previous quarter. Tesla said planned downtimes at its factories l… [+1144 chars]"
Al Jazeera English,Al Jazeera,2023-09-29,US sues Tesla over alleged ‘pervasive racial’ abuse against Black workers,"The lawsuit seeks unspecified damages, compensation and an order that Tesla curb racism at its plant in California.","A government anti-discrimination agency in the United States is taking legal action against Elon Musks Tesla, accusing the company of allowing the pervasive racial harassment of Black workers at its … [+2894 chars]"
The Washington Post,Will Oremus,2023-09-18,"Netanyahu, Musk meet at Tesla factory to discuss AI",Tech magnate Elon Musk and Israeli Prime Minister Benjamin Netanyahu are meeting in California to discuss AI as each looks to the other to fend off criticism.,"Comment on this story
Comment
Tech magnate Elon Musk and Israeli Prime Minister Benjamin Netanyahu are meeting at Teslas factory in Fremont, Calif., on Monday in a session each hopes will help fend… [+1806 chars]"
Breitbart News,"Joel B. Pollak, Joel B. Pollak",2023-09-18,Elon Musk Hosts Benjamin Netanyahu for AI Discussion in California,"Tesla CEO and Twitter/X owner Elon Musk hosted Israeli Prime Minister Benjamin Netanyahu for a live-streamed discussion about Alternative Intelligence (AI) -- and many other topics -- at Tesla's Fremont, California, factory.",Tesla CEO and Twitter/X owner Elon Musk hosted Israeli Prime Minister Benjamin Netanyahu for a live-streamed discussion about Alternative Intelligence (AI) — and many other topics — at Tesla’s Fremon… [+2337 chars]
Next Big Future,Brian Wang,2023-09-16,Tesla FSD and AI Will Drive Share Price Like Amazon AWS,"Morgan Stanley raised their target on Tesla on Sunday to $400 and this caused Tesla shares to surge about 10% on Monday. I, Brian Wang of Nextbigfuture, talked Herbert Ong about how I see FSD Income growth unfolding over the next few years. This is a follow u…","Morgan Stanley raised their target on Tesla on Sunday to $400 and this caused Tesla shares to surge about 10% on Monday. I, Brian Wang of Nextbigfuture, talked Herbert Ong about how I see FSD Income … [+4492 chars]"
BBC News,,2023-09-13,"'Overwhelming consensus' to regulate AI, says Elon Musk",The Tesla CEO was among the top tech leaders meeting with US lawmakers to discuss AI governance,"Top tech leaders, including Elon Musk, Mark Zuckerberg, Sundar Pichai and Bill Gates, met US lawmakers on Wednesday to discuss AI governance.
'This meeting may go down in history as being very impor… [+47 chars]"
The Verge,David Pierce,2023-09-17,How to reinvent your phone without buying a new one,"Apple’s new iPhone 15 and USB-C EarPods, the Elon Musk book, Blackmagic’s Camera app, Letterboxd, and much more in this week’s Installer.","How to reinvent your phone without buying a new one
How to reinvent your phone without buying a new one
 / Plus, in this weeks Installer: impulse-buy earbuds, Elon Musk, and better movie reviews.
… [+14102 chars]"
Business Insider,Sonam Sheth,2023-09-12,"Elon Musk followed his little sister around as a teen because he didn't want to be lonely, reading books when she went to clubs or parties, biography says","Musk's younger sister, Tosca, told him that he had to ""stay ten feet away"" from her when he joined her, according to a new biography.","Tosca and Elon MuskJon Kopaloff/Getty Images // Britta Pedersen-Pool/Getty Images
<ul>
<li>Elon Musk trailed his little sister to clubs and parties when they were teenagers, according to a new book.… [+1547 chars]"
Business Insider,"Jack Newsham,Grace Kay",2023-10-06,"EXCLUSIVE: Elon Musk filed custody suit against Grimes first, asking for 'relationship' with his children","Grimes' custody lawsuit against Elon Musk has been widely reported — but he sued her first, Insider has learned, asking a Texas judge to set the terms of the ""parent-child relationship.""","In this picture issued Sept. 26, 2023, by the Hungarian President's Press Office, Hungarian President Katalin Novak and founder and CEO of Tesla, Inc. Elon Musk tours the recently inaugurated Tesla p… [+4439 chars]"
Business Insider,Kwan Wei Kevin Tan,2023-09-12,"Elon Musk's biographer says Musk has 'multiple' personalities — he can be 'brutal,' and also 'frightening and inspiring all at once'","""This is a person with multiple moods and modes and personalities, ranging from engineering mode to demon mode,"" said Walter Isaacson.","Elon Musk.Chesnot via Getty Images
<ul><li>Elon Musk's biographer says Musk ""is a person with multiple moods and modes and personalities.""</li><li>Walter Isaacson told The Atlantic that Musk's many … [+1825 chars]"
Business Insider,Tim Levin,2023-09-20,A Tesla sedan drag raced a $4 million Bugatti — the results were surprisingly close,"The $110,000 Tesla Model S Plaid did surprisingly well against the multimillion-dollar Bugatti supercar.","Both the Tesla and the Bugatti offer massive amounts of horsepower and speed — but one is gas-powered and one is electric. Bugatti, Tesla
<ul><li>A Tesla Model S drag raced a Bugatti Chiron. </li><l… [+2290 chars]"
The Jerusalem Post,By REUTERS,2023-09-12,Putin hails Elon Musk as an 'outstanding person' and businessman,The Russian leader said Moscow planned to persevere with its own space program despite the failure of a mission to the Moon last month.,"Russian President Vladimir Putin on Tuesday hailed South African-born businessman Elon Musk as an ""outstanding person"" and businessman whose SpaceX company had become a major player in the space tran… [+1562 chars]"
Business Insider,Zahra Tayeb,2023-09-15,Short-seller Jim Chanos is still betting against Tesla saying the stock is 'ridiculously overvalued' - and champions Nvidia as the 'It girl' of AI,"Famed short-seller Jim Chanos called Tesla a ""hopes and dreams"" stock, while hailing Nvidia as the ""It girl"" of an AI revolution currently underway.","Jim Chanos.David Orrell/CNBC/NBCU Photo Bank/NBCUniversal/Getty Images
<ul>
<li>Famed short-seller Jim Chanos said he remains bearish on Tesla, saying the stock is ""ridiculously overvalued."" </li>
<… [+1532 chars]"
The Times of India,New York Times,2023-09-21,"For Tesla and Musk, auto strike carries benefits and risks","Unencumbered by an activist union, Tesla can take advantage of the work stoppages to add to its substantial lead in battery technology and software. As the three established automakers face increases in labor costs and struggle to master electric vehicles, Te…","The United Auto Workers strike against the Michigan automakers would seem to be nothing but good news for Tesla, the electric vehicle maker that has upended the industry and stolen customers from For… [+8796 chars]"
Newsweek,Eileen Falkenberg-Hull,2023-10-02,Mercedes Makes Driving the Most Boring Part of Your Week,New Mercedes-Benz Drive Pilot technology allows Americans to keep their eyes off the road while driving.,"The first hands-free, eyes-off driver assistance system allowed for sale in the United States is here. Mercedes-Benz Drive Pilot technology has beaten competition from Tesla, General Motors and Ford … [+9568 chars]"
Business Insider,Tim Levin,2023-10-04,"Tesla's new, cheaper Model Y is one of the best deals you can get on an EV right now",The rear-wheel-drive Tesla Model Y SUV introduces an affordable new option to the expensive EV market.,"Tesla launched a new, cheaper Model Y that could cost you $36,490. Tesla
<ul><li>Tesla launched a new, cheaper version of its popular Model Y SUV. </li><li>The rear-wheel-drive Model Y costs $43,990… [+2489 chars]"
Breitbart News,"Alana Mastrangelo, Alana Mastrangelo",2023-09-14,Green Inferno: Tesla Bursts in Flames on Busy Australian Highway,"A Tesla burst into flames on a busy highway on Monday in the Southern Highlands region of Australia, sending firefighters on a difficult mission to battle the blaze. The fire started after the electric vehicle built by Elon Musk's company hit debris that fell…","A Tesla burst into flames on a busy highway on Monday in the Southern Highlands region of Australia, sending firefighters on a difficult mission to battle the blaze. The fire started after the electr… [+2298 chars]"
ABC News,MICHELLE CHAPMAN AP business writer,2023-10-05,"Hyundai, Kia electric vehicles to use Tesla's NACS charging ports starting next year","Hyundai and Kia say they're adopting North American Charging Standard ports for their electric vehicles in the U.S. and Canada, which will give the vehicles access to thousands of Tesla Superchargers across the two countries and Mexico","Hyundai and Kia say that they're adopting North American Charging Standard ports for their electric vehicles in the U.S. and Canada, which will give the vehicles access to thousands of Tesla Supercha… [+3212 chars]"
Fortune,"Anna Edgerton, Bloomberg",2023-09-13,Elon Musk tells senators AI is a double-edged sword that can do good—but also destroy civilization,"Musk, the CEO Tesla, told senators they shouldn’t be worried about self-driving cars, but instead should focus their concerns on what he called deeper AI.","Elon Musk called artificial intelligence a double-edged sword, telling US senators Wednesday that the technology can be a tremendous source for good but warning about risks to civilization, according… [+1029 chars]"
Business Insider,tcarter@insider.com (Tom Carter),2023-09-18,"Elon Musk shared some painfully awkward small talk with Turkey's president, with Erdogan asking the unmarried billionaire how his wife is",The Tesla CEO shared an awkward moment with Recep Tayyip Erdogan as he brought his son X to a meeting to discuss Tesla and Starlink.,"Elon Musk shared an awkward moment with Recep Tayyip Erdogan as he brought his son X to a meeting with the Turkish president.
""Where is your wife?"" asked Erdogan, as the two men exchanged small talk… [+1588 chars]"
CNN,"Michelle Toh, Carina Cheng",2023-09-25,'Where is the phone?' Huawei keeps quiet about Mate 60 Pro but takes aim at Tesla,"Huawei has disappointed legions of fans — and US officials — eager to know more about its Mate 60 Pro smartphone, which has quickly become a symbol of the tech rivalry between the United States and China since it went on sale last month.","Editors Note: Sign up for CNNs Meanwhile in China newsletter which explores what you need to know about the countrys rise and how it impacts the world.
Huawei has disappointed legions of fans and US… [+4424 chars]"
The Jerusalem Post,By DANIEL GOLDMAN,2023-09-18,"Will Netanyahu, Musk talk AI, innovation or X antisemitism? - opinion","Will Benjamin Netanyahu and Elon Musk discuss AI, electric vehicles, and innovation, or allegations that under Musk, X has become an incubator for antisemitism?","Israeli Prime Minister Benjamin Netanyahu is visiting the United States this week. During the visit he is scheduled to meet with Elon Musk.
Musk is one of the richest people on the planet. His net w… [+8450 chars]"
BBC News,https://www.facebook.com/bbcnews,2023-09-19,"Elon Musk woos world leaders, courting controversy",Foreign leaders visiting the US are more enthusiastic than ever to meet with the world's richest man.,"He is ""very impressed"" with Emmanuel Macron. Narendra Modi can count him as ""a fan"". And Benjamin Netanyahu just dropped in to see him.
A parade of foreign leaders on recent US trips, including on o… [+9624 chars]"
The Jerusalem Post,By REUTERS,2023-09-28,Tesla sued by US agency over alleged harassment of Black factory workers,"Tesla has failed to investigate complaints of racist conduct and has fired or otherwise retaliated against workers who report harassment, the EEOC said in the lawsuit.","A US civil rights agency sued Tesla Inc on Thursday, claiming the electric carmaker has tolerated severe harassment of Black employees at its flagship Fremont, California, assembly plant.
The US Equ… [+973 chars]"
Business Insider,Grace Kay,2023-09-27,We asked Elon Musk's dad what he thought about the new book out on his son. He had a lot to say.,Errol Musk is mentioned over 120 times in the new Elon Musk biography — often in a negative light.,"Errol Musk (left) said he doesn't plan to read the biography on his son, Elon Musk (right), that was written by Walter Isaacson (center).GIANLUIGI GUERCIA/AFP via Getty Images, SXSW/Chesnot/Getty Ima… [+6055 chars]"
Reuters,Reuters,2023-10-07,Tesla signs lease to open vast sales and service centre in Shanghai industrial park,"Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> has signed a leasing contract with Shanghai Waigaoqiao Free Trade Zone Group <a href=""https://www.reuters.com/markets/companies/600648.SS"" target=""_blank"">(600648.SS…","SHANGHAI, Oct 7 (Reuters) - Tesla (TSLA.O) has signed a leasing contract with Shanghai Waigaoqiao Free Trade Zone Group (600648.SS) to open a massive sales and service centre in an industrial park in… [+888 chars]"
Fortune,"Marissa Newman, Bloomberg",2023-09-18,"Despite a war against the ADL and hate on his social media service, Elon Musk tells Benjamin Netanyahu he's no antisemite",Israel's prime minister said hoped Musk would find it “within the confines of the First Amendment to limit antisemitism and hate.”,Elon Musk opened up a discussion with Israeli Prime Minister Benjamin Netanyahu by staunchly defending himself against accusations of antisemitism.Obviously Im against antisemitism. Im against anti-a… [+3795 chars]
Business Insider,Sarah Jackson,2023-09-28,Elon Musk's biographer says X CEO's rocky interview was 'not a pretty sight' but she's 'the right person' for the job,"Musk's biographer, Walter Isaacson, said it'll be ""interesting"" to see X under Linda Yaccarino's leadership and described her as ""an impulsive hire.""","X CEO Linda Yaccarino still has the support of Elon Musk's biographer, who says she's ""the right person"" for the job, though he admits her Code Conference interview was ""not a pretty sight.""Isaac Bre… [+4966 chars]"
News.com.au,Lexie Cartwright,2023-09-13,Elon Musk shares photo of Amber Heard,Elon Musk has shared a private photo he took of Amber Heard while they were dating.,"Elon Musk has shared a private photo he took of Amber Heard while they were dating.
The Tesla founder’s controversial new biography Elon Musk, which was released with a flurry of headline-making lin… [+2886 chars]"
The Jerusalem Post,By ZVIKA KLEIN,2023-09-18,"WZO chairman slams his deputy, supports Netanyahu-Musk meeting",The debate surrounding the Netanyahu-Musk conversation underscores the complex nature of addressing antisemitism in the digital age.,"The Monday conversation between Israeli Prime Minister Benjamin Netanyahu and Tesla CEO Elon Musk, which aimed to address concerns surrounding antisemitism, has sparked a debate, with World Zionist O… [+2666 chars]"
The Jerusalem Post,By DANIELLE GREYMAN-KENNARD,2023-10-02,Elon Musk takes aim at Ukraine’s Zelensky with critical meme,This is not the first time that Musk and Zelensky have fought it out over the platform,"Elon Musk took to X on October 2 to make some pointed commentary about Ukrainian President Volodymyr Zelensky in a meme.
The meme, depicting Zelensky straining himself, is captioned with the phrase,… [+3283 chars]"
Business Insider,Alexa St. John,2023-10-11,Rivian CEO says he wouldn't buy the Cybertruck — but has owned multiple Teslas and thinks Elon Musk is the 'dominant player' in his company's next act,"Rivian CEO RJ Scaringe spoke with GQ magazine about Tesla, the UAW, and more.","Carlos Delgado/Associated Press
<ul><li>Rivian CEO RJ Scaringe spoke with GQ magazine about Tesla, the UAW, and more.</li><li>Scaringe talked about the next phase of Rivian and his competition.</li>… [+3248 chars]"
TechRadar,Leon Poultney,2023-10-06,"Tesla drops prices again, with Model 3 and Model Y now discounted in the US","Tesla discounts Model 3 and Model Y in the USA, sparking rumours that refreshed models are on the way.","We reported earlier this week that Tesla was busy dropping the prices of its Model Y in the USA, introducing a cheaper RWD model that would replace the dual-motor AWD model, scrimping on an electric … [+3043 chars]"
Fox News,Adam Shaw,2023-09-26,Elon Musk to visit southern border in Texas as migrant numbers hit new records,"Tesla founder Elon Musk said on Tuesday that he intends to Eagle Pass, Texas, which has been the epicenter of the recent surge in migrant numbers at the southern border.","Tech billionaire Elon Musk said on Tuesday he will visit the southern border in Eagle Pass, Texas, in the coming days as the ongoing migrant crisis is escalating and seeing new record numbers.
Musk,… [+2897 chars]"
News24,news24,2023-10-09,News24 | A list of Elon Musk's legal entanglements,Here's a look at Elon Musk's growing legal challenges.,"<ul><li>Below is a list of Elon Musk's legal entanglements.</li><li>For more stories, visit the Tech and Trends homepage. </li></ul>
Elon Musk was sued by the US securities regulator related to his … [+5451 chars]"
Business Insider,Beatrice Nolan,2023-09-20,"Elon Musk's suggested X paywall is too risky to succeed, experts say: 'It will only speed up the deterioration of a platform in chaos.'","Elon Musk has proposed a paywall for X, formerly Twitter, and experts are skeptical about the suggested business model.","Elon Musk said a paywall for X could help combat bots on the platform.Chesnot/Getty Images
<ul><li>Elon Musk has proposed a paywall for X, but some experts are skeptical.</li><li>The billionaire sai… [+2774 chars]"
The Times of India,ET Online,2023-10-03,Elon Musk challenges Twitch: Tech billionaire live-streams 'Diablo IV' for 52 minutes to test X's gaming capacity,"Elon Musk, the tech entrepreneur who purchased Twitter last year, has tested the platform's game streaming capability by live-streaming himself playing the video game Diablo IV. The unannounced test attracted 1,300 viewers and accumulated 20,000 views. Howeve…","Tech entrepreneur Elon Musk, who purchased X (Twitter) last year, has been on a mission to turn the social media platform into an everything app and now he seems a step closer to achieving that goal.… [+1785 chars]"
Business Insider,"tlevin@insider.com (Tim Levin,Nora Naughton)",2023-10-01,UAW strike chaos isn't all good news for Tesla,"A big contract win for the United Auto Workers could give the union the credibility it needs to organize at Tesla and other automakers, experts said.","As disgruntled workers revolt at General Motors, Ford, and Stellantis, it's business as usual at Elon Musk's Tesla. At least for now.
In some ways, the auto worker's strike is a boon for the non-uni… [+3895 chars]"
Reuters,Chris Prentice,2023-10-09,Analysis: Why the SEC might win its latest battle with Elon Musk,"The U.S. Securities and Exchange Commission (SEC) has taken Elon Musk to court again, and this time it may win.","WASHINGTON, Oct 9 (Reuters) - The U.S. Securities and Exchange Commission (SEC) has taken Elon Musk to court again, and this time it may win.
The agency on Thursday asked a federal court to force Mu… [+5044 chars]"
Fortune,Prarthana Prakash,2023-10-11,"Bernard Arnault, the world's second richest man, may be seeing the end of his winning streak as luxury shoppers bolt for the first time in years",LVMH boss Bernard Arnault's wealth topped $200 billion in April surpassing Elon Musk as luxury industry made big gains—but the tide may now be turning.,"Big gains in luxury spending helped LVMH boss Bernard Arnault overtake Tesla CEO Elon Musk as the worlds richest man earlier this year. At its peak, Arnaults wealth was north of $200 billion, thanks … [+4003 chars]"
ABC News,The Associated Press,2023-09-18,Netanyahu visits Elon Musk in California with plans to talk about artificial intelligence,Prime Minister Benjamin Netanyahu is starting a U.S. trip in California to talk about technology and artificial intelligence with billionaire businessman Elon Musk,"SAN JOSE, Calif. -- Prime Minister Benjamin Netanyahu is starting a U.S. trip in California to talk about technology and artificial intelligence with billionaire businessman Elon Musk.
The Israeli l… [+2567 chars]"
Business Insider,Tim Levin,2023-10-04,"Tesla's new, cheaper Model Y is one of the best deals you can get on an EV right now",The rear-wheel-drive Tesla Model Y SUV introduces an affordable new option to the expensive EV market.,"Tesla launched a new, cheaper Model Y that could cost you $36,490. Tesla
<ul><li>Tesla launched a new, cheaper version of its popular Model Y SUV. </li><li>The rear-wheel-drive Model Y costs $43,990… [+2489 chars]"
