source_name,author,date,title,description,content,title_label,title_score,content_label,content_score,description_label,description_score
Business Insider,Joseph Wilkins,2023-09-22,Cathie Wood says Ark Invest avoided Arm's blockbuster IPO because valuation was on 'high side',"Arm's IPO was the biggest stock market debut for almost two years, but the Ark CEO told CNBC that other companies had ""much more exposure to AI.""","Ark Invest CEO Cathie Wood.David Swanson/Reuters
<ul>
<li>Arm was the biggest IPO in the US since late 2021 when it made its market debut last week.</li>
<li>But Ark Invest's Cathie Wood sat out the… [+1451 chars]",positive,0.5088430047035217,neutral,0.8145359754562378,positive,0.5088430047035217
CNN,"Chris Isidore and Vanessa Yurkevich, CNN",2023-09-22,"UAW announces significant expansion of strike at GM, Stellantis but reports progress in talks at Ford",The United Auto Workers union is expanding its strike against GM and Stellantis but raised hopes that progress is being made in talks by saying it would not ...,"The United Auto Workers union is expanding its strike against GM and Stellantis but said that progress in negotiations with Ford means it wont expand the number of Ford workers on the picket lines.
… [+7098 chars]",negative,0.841888964176178,negative,0.8575925827026367,negative,0.841888964176178
BBC News,https://www.facebook.com/bbcnews,2023-09-22,UAW strike expands to dozens of sites at GM and Stellantis,The UAW says new walkouts will hit 38 parts distribution centres across the US.,"The United Auto Workers union (UAW) is escalating its fight with some of America's biggest carmakers by taking strike action at dozens of parts distribution centres across the US.
UAW boss Shawn Fai… [+1492 chars]",negative,0.9127475023269653,negative,0.9529600143432617,negative,0.9127475023269653
Business Insider,Huileng Tan,2023-09-22,Billionaire investor Bill Ackman's answer to the RTO pushback is to let employees work from anywhere in July and August,"""We've experimented with that for two years and that's worked well, people like the balance, and it works for our business,"" Akman told the New York Post.","Bill Ackman's Pershing Square lets employees work from anywhere two months a year over summer.Michael Bezjian/Getty Images for Brand Innovators
<ul>
<li>Billionaire investor Bill Ackman seems to hav… [+2178 chars]",neutral,0.7673565149307251,neutral,0.905028223991394,neutral,0.7673565149307251
The Jerusalem Post,By JERUSALEM POST STAFF,2023-09-22,WATCH LIVE: Israel's Benjamin Netanyahu addresses UN General Assembly,Prime Minister Benjamin Netanyahu is set to address the 78th session of the United Nations General Assembly on Friday afternoon.,"Prime Minister Benjamin Netanyahu is set to address the United National General Assembly's 78th session on Friday afternoon, with a speech by the prime minister scheduled at 4:15 p.m. Israel time or … [+1064 chars]",neutral,0.8894397616386414,neutral,0.9372771382331848,neutral,0.8894397616386414
Next Big Future,Brian Wang,2023-09-22,Pepsi Tesla Semi Trucks Drives 480 Miles on 100% Charge,"On Day 10 of the Runonless real world tests, the truck 1 Pepsi Tesla Semi drove 841 miles with one 96% recharge during the day. It drove at about 60 mph and got 841 miles from 175% charge. On Day 11, the truck 1 was driven for 853 miles and the other each for…",Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology… [+593 chars],neutral,0.913307785987854,neutral,0.9299726486206055,neutral,0.913307785987854
BBC News,https://www.facebook.com/bbcnews,2023-09-22,UAW strike expands to dozens of sites at GM and Stellantis,The UAW says new walkouts will hit 38 parts distribution centres across the US.,"The United Auto Workers union (UAW) is escalating its fight with some of America's biggest carmakers by taking strike action at dozens of parts distribution centres across the US.
UAW boss Shawn Fai… [+1492 chars]",negative,0.9127475023269653,negative,0.9529600143432617,negative,0.9127475023269653
The Washington Post,Gerrit De Vynck,2023-09-22,"New AI tools from Google, OpenAI launch before they are fully ready",Tech companies are pushing their new AI tools to millions. But they admit many of the products are still unproven.,"Comment on this story
Comment
SAN FRANCISCO Big Tech launched multiple new artificial intelligence products this week, capable of reading emails and documents or conversing in a personal way. But e… [+9591 chars]",neutral,0.8741077184677124,neutral,0.9312425851821899,neutral,0.8741077184677124
The Irish Times,Colin Gleeson,2023-09-22,Global equities rebound after sharp sell-offs earlier this week,Euronext Dublin underperformed relative to its international peers as it finished the day down 60 basis points,"A gauge of global equities rebounded on Friday after sharp sell-offs earlier this week following the US Federal Reserves warning that rates will stay higher.
Euronext Dublin underperformed relative … [+3608 chars]",positive,0.8366251587867737,positive,0.533164381980896,positive,0.8366251587867737
The Washington Post,Andrew Van Dam,2023-09-22,"As UAW workers strike, a look at what has happened to autoworker pay","Compared with other rank-and-file employees, autoworkers used to be in a pay class of their own. Now they’re not. We look at how it unraveled, as UAW strike continues.","Comment on this story
Comment
We knew autoworkers used to do pretty well. But we didnt understand just how high their pay had been and how far theyd fallen until we ran the numbers.
In the early 1… [+8085 chars]",negative,0.7526639103889465,negative,0.9355816841125488,negative,0.7526639103889465
TechCrunch,Haje Jan Kamps,2023-09-22,Bay Area baby belly beholding Battlefield bounty | TechCrunch,"This week, the TechCrunch team descended on San Francisco’s Moscone Center to celebrate one of the biggest to-dos in the startup world: TechCrunch Disrupt.","Welcome to Startups Weekly. Sign up here to get it in your inbox every Friday.
If this newsletter comes across as a deranged delirium of barely coherent words, then blame TechCrunch Disrupt. This we… [+4463 chars]",neutral,0.9250097274780273,neutral,0.8055074214935303,neutral,0.9250097274780273
Fortune,Paolo Confino,2023-09-22,Bill Gates gets real about climate change: Planting trees is ‘complete nonsense’ but the end of the oil and gas era is finally in sight,"The billionaire says he’s “the person who’s doing the most"" on climate innovation and solution and trees are a distraction. “Are we science people or are we idiots?”","Despite rising temperatures worldwide, unprecedented natural disasters, and the climate refugees theyll create, Bill Gates remains a climate optimist. Perhaps this is buoyed by his own role in fighti… [+5734 chars]",neutral,0.8862849473953247,positive,0.6590627431869507,neutral,0.8862849473953247
Newsweek,Joel Thayer,2023-09-22,China Doesn't Take Us Seriously on Tech | Opinion,China's tech sector poses an existential threat to America's national security. Both the Trump and Biden administrations made combating it a priority.,"China's tech sector poses an existential threat to America's national security. Both the Trump and Biden administrations made combating China's tech threat a priority.
The Trump administration took … [+5338 chars]",neutral,0.9104865193367004,neutral,0.772161066532135,neutral,0.9104865193367004
Fortune,Steve Mollman,2023-09-22,"Elon Musk generated money ‘out of thin air’ to make Tesla succeed, says billionaire investor Jeremy Grantham","Grantham told his “favorite loser story” of when he called Tesla shares “incredibly expensive,” only to watch them skyrocket.","Legendary investor Jeremy Grantham has made plenty of good bets in his time, but he did not foresee the success that Tesla and its CEO Elon Musk would have. Grantham, a cofounder of investment manage… [+2657 chars]",positive,0.7079437375068665,neutral,0.7800050973892212,positive,0.7079437375068665
Fortune,Will Daniel,2023-09-22,Benjamin Netanyahu fears AI could ‘cannibalize’ more jobs than it creates. ‘This is like having nuclear technology in the Stone Age’,"The pace of AI development “is outpacing what solutions we need to put in place to maximize the benefits and limit the risks,” the Israeli Prime Minister warned.","Israeli Prime Minister Benjamin Netanyahu sat down with Tesla CEO Elon Musk, MIT professor Max Tegmark, and OpenAI president Greg Brockman on Sunday for a round-table discussion about artificial inte… [+4019 chars]",negative,0.8253247141838074,neutral,0.9040460586547852,negative,0.8253247141838074
Wired,Caitlin Harrington,2023-09-22,"Workers Demand Job Security in the Autonomous, Electrified Future of Transport","Truck drivers, auto workers, and others are fighting for the greener, smarter era of transportation to also include better pay and more protections for humans.","Trucking and delivery driving jobs come in many different forms. Steve Viscelli, an economic sociologist at the University of Pennsylvania who studies autonomous trucking, says that long-distance hig… [+4163 chars]",neutral,0.6616316437721252,neutral,0.9092522859573364,neutral,0.6616316437721252
The Washington Post,Fareed Zakaria,2023-09-22,Biden shouldn’t repeat the mistakes of industrial policies past,Shielding U.S. automakers from Chinese competition isn’t a good idea over the long term,"Comment on this story
Comment
The Biden administration has pursued a new and ambitious economic agenda, premised on the notion that the prevailing orthodoxy of the past few decades specifically, th… [+5004 chars]",neutral,0.60750812292099,neutral,0.5970657467842102,neutral,0.60750812292099
Business Insider,Hannah Getahun,2023-09-23,Elon Musk's grandfather belonged to a political party that believed the world should be governed by technology. Newspapers at the time described it as having 'the tone of an incipient Fascist movement.',"Elon Musk's grandfather Joshua Haldeman was a raging racist and anti-semite, per the Atlantic. He also strongly believed in technocracy at one point in his life.","Elon Musk.Britta Pedersen-Pool/Getty Images
<ul><li>Elon Musk's grandfather, Joshua Haldeman, was a ""radical conspiracy theorist,"" the Atlantic reports.</li><li>Haldeman was convicted in Canada for … [+4875 chars]",neutral,0.5671751499176025,negative,0.5081154704093933,neutral,0.5671751499176025
Business Insider,Hannah Getahun,2023-09-23,Elon Musk's grandfather belonged to a political party that believed the world should be governed by technology. Newspapers at the time described it as having 'the tone of an incipient Fascist movement.',"Elon Musk's grandfather Joshua Haldeman was a raging racist and anti-semite, per the Atlantic. He also strongly believed in technocracy at one point in his life.","Elon Musk.Britta Pedersen-Pool/Getty Images
<ul><li>Elon Musk's grandfather, Joshua Haldeman, was a ""radical conspiracy theorist,"" the Atlantic reports.</li><li>Haldeman was convicted in Canada for … [+4875 chars]",neutral,0.5671751499176025,negative,0.5081154704093933,neutral,0.5671751499176025
The Jerusalem Post,By MAAYAN JAFFE-HOFFMAN,2023-09-23,Did Benjamin Netanyahu turn AI into a nuclear weapon? - analysis,"Netanyahu's central message was clear: Like with any weapon, there is a need to handle the future development of artificial intelligence with due caution.","Did Prime Minister Benjamin Netanyahu turn artificial intelligence into a nuclear weapon at the United Nations General Assembly when he warned of the ""potential eruption of AI-driven wars that could … [+6303 chars]",neutral,0.9167638421058655,neutral,0.513755202293396,neutral,0.9167638421058655
The Jerusalem Post,By KRISTINA JOVANOVSKI / THE MEDIA LINE,2023-09-23,Rekindling Diplomacy: Turkish-Israeli Relations Enter New Phase,"Turkey and Israel explore prospects for closer relations, including talks of normalizing ties between Israel and Saudi Arabia.",Turkish President Recep Tayyip Erdoan and Israeli Prime Minister Benjamin Netanyahu held their first-ever meeting on Tuesday following Erdoan’s speech at the UN in which he reiterated his support for… [+4601 chars],positive,0.8413830995559692,neutral,0.7323099970817566,positive,0.8413830995559692
The Times of India,Bloomberg,2023-09-23,AI fantasy fades as Wall Street reels from real-world rate jump,"The recent increase in borrowing costs across Corporate America is causing concern for stock investors, particularly in the tech sector. Federal Reserve Chairman Jerome Powell's commitment to keeping interest rates adjusted for inflation elevated has sparked …","For stock investors for much of this year, the trillion-dollar AI promise has masked a big threat in this era of Federal Reserve hawkishness: Real-world borrowing costs have jumped across Corporate A… [+4092 chars]",negative,0.502516508102417,negative,0.8707671761512756,negative,0.502516508102417
The Jerusalem Post,By MAAYAN JAFFE-HOFFMAN,2023-09-23,Elon Musk and social media’s profit-making mechanisms - comment,Forget the news; now it’s all about entertainment. And that’s how billionaire entrepreneur Elon Musk got into trouble over antisemitism.,"During a live-streamed conversation with Prime Minister Benjamin Netanyahu, Elon Musk bluntly admitted that amusement was now the primary driver for social networks.
The main goal of X, at least sin… [+6369 chars]",neutral,0.9123095870018005,neutral,0.9029042720794678,neutral,0.9123095870018005
Business Insider,Lakshmi Varanasi,2023-09-24,AOC says she's looking to trade in her Tesla for a union-made EV after clash with Elon Musk,AOC reiterated on Face the Nation on Sunday that she wants to trade in her Tesla for a union-made EV.,"Rep. Alexandria Ocasio-Cortez once again said she wants to trade in her Tesla for a union-made EV.Tom Williams/CQ Roll Call
<ul>
<li>AOC said on Face the Nation on Sunday that she wants to trade in … [+1651 chars]",positive,0.6940176486968994,neutral,0.8029690384864807,positive,0.6940176486968994
The Jerusalem Post,By TOVAH LAZAROFF,2023-09-24,Netanyahu: My UN speech was broadcast in Saudi Arabia,Prime Minister Benjamin Netanyahu added that he had also met with 20 heads of state who sought to strengthen their ties with Israel.,In an unprecedented move Saudi Arabia broadcast Prime Minister Benjamin Netanyahu’s speech to the United Nations in which he spoke about how the two countries were on the cusp of history and would no… [+2651 chars],neutral,0.8923147320747375,neutral,0.5566396713256836,neutral,0.8923147320747375
Next Big Future,Brian Wang,2023-09-24,New Teslabot Capabilities. All Neural Net Training and Great Balance. Mass Production Near,"Tesla has released new video of the Optimus Teslabot. They are showing vastly improved balance and hand control. The critical thing is like the FSD (full self driving ) for cars, all of the training is all neural nets and video in and capabilities out. Tesla …",Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology… [+593 chars],neutral,0.5683903098106384,neutral,0.9299726486206055,neutral,0.5683903098106384
TechCrunch,Kirsten Korosec,2023-09-24,"A conversation with Cruise's Kyle Vogt, Bird scoops up Spin, and self-driving trucks live to see another day in Cali","A conversation with Cruise's Kyle Vogt, Bird scoops up Spin, and self-driving trucks live to see another day in Calitechcrunch.com","The Station is a weekly newsletter dedicated to all things transportation. Sign up here  just click The Station  to receive the newsletter every weekend in your inbox. Subscribe for free. 
Welcome b… [+8651 chars]",neutral,0.8541982769966125,neutral,0.9422033429145813,neutral,0.8541982769966125
The Verge,David Pierce,2023-09-24,Apple’s new software is widgets all the way down,"The Microsoft Surface Laptop Studio 2, the Amazon Echo Hub, the Orion app for iPad, The Continental, and everything else you need in this week’s Installer newsletter.","Apples new software is widgets all the way down
Apples new software is widgets all the way down
 / Plus, in this weeks Installer: new Amazon and Microsoft gear, DALL-E 3, smart homes, and flight ap… [+14959 chars]",neutral,0.9004127383232117,neutral,0.9214632511138916,neutral,0.9004127383232117
Next Big Future,Brian Wang,2023-09-24,"Oracle is Focused on Generative AI, a New Supercomputer and a Cybertruck Police Car","Oracle CEO Larry Ellison described using Oracle using Tesla Cybertruck as a next-generation police car. He says it will be very safe, very fast and it already has all of the cameras and screens that Oracle’s software needs. The details will be disclosed when …","Oracle CEO Larry Ellison described using Oracle using Tesla Cybertruck as a next-generation police car. He says it will be very safe, very fast and it already has all of the cameras and screens that … [+1681 chars]",neutral,0.8862333297729492,neutral,0.8578877449035645,neutral,0.8862333297729492
CBS News,Lesley Stahl,2023-09-24,Inside Consumer Reports,"With an annual testing budget well over $30 million, the non-profit organization behind the magazine and website, with 60 labs and teams of engineers and investigators, puts thousands of consumer goods through their paces.","There's any number of websites filled with product reviews and recommendations, but really, which ones can you trust? If experience is any test of credibility, Consumer Reports, with its website and … [+7317 chars]",neutral,0.9080849289894104,neutral,0.9366498589515686,neutral,0.9080849289894104
The Times of India,Reuters,2023-09-24,"Thailand expects Tesla, Google, Microsoft to invest $5 billion: PM Srettha Thavisin","Srettha was speaking to reporters in Bangkok after attending the U.N. General Assembly in New York where he also held talks with company executives earlier this week. Fresh foreign investment would boost Thailand's flagging economy, which is expected to grow …","Thailand's Prime Minister Srettha Thavisin said on Sunday the country expected to receive investment of at least $5 billion from Tesla, Google and Microsoft.""Tesla would be looking into an EV manufac… [+974 chars]",neutral,0.8632674217224121,positive,0.7338038682937622,neutral,0.8632674217224121
Business Insider,Lakshmi Varanasi,2023-09-24,AOC says she's looking to trade in her Tesla for a union-made EV after clash with Elon Musk,AOC reiterated on Face the Nation on Sunday that she wants to trade in her Tesla for a union-made EV.,"Rep. Alexandria Ocasio-Cortez once again said she wants to trade in her Tesla for a union-made EV.Tom Williams/CQ Roll Call
<ul>
<li>AOC said on Face the Nation on Sunday that she wants to trade in … [+1651 chars]",positive,0.6940176486968994,neutral,0.8029690384864807,positive,0.6940176486968994
CBS News,,2023-09-24,"Full transcript: Rep. Alexandria Ocasio-Cortez on ""Face the Nation""","The following is the full transcript of an interview with Democratic Rep. Alexandria Ocasio-Cortez of New York that aired Sunday, Sept. 24, 2023, on ""Face the Nation.""","The following is the full transcript of an interview with Democratic Rep. Alexandria Ocasio-Cortez of New York that aired Sunday, Sept. 24, 2023, on ""Face the Nation.""
MARGARET BRENNAN: Good morning… [+16896 chars]",neutral,0.9217032194137573,neutral,0.9324443936347961,neutral,0.9217032194137573
CBS News,,2023-09-24,"Full transcript of ""Face the Nation,"" Sept. 24, 2023","On this ""Face the Nation"" broadcast, Rep. Alexandria Ocasio-Cortez and Ukrainian first lady Olena Zelenska join Margaret Brennan.","On this ""Face the Nation"" broadcast, moderated by Margaret Brennan: 
<ul><li>Democratic Rep. Alexandria Ocasio-Cortez of New York</li><li>Republican Rep. Tony Gonzales of Texas</li><li>Democratic Se… [+45950 chars]",neutral,0.9354572296142578,neutral,0.8572026491165161,neutral,0.9354572296142578
Fortune,"Farah Elbahrawy, Bloomberg",2023-09-25,"Morgan Stanley strategist Mike Wilson says consumer stocks are set to tumble on student loan restart, high gas prices and a weak housing sector","The current faltering rally is in keeping with the view of Morgan Stanley economists that household spending probably can’t sustain the surprisingly strength of the first three quarters, the strategist said.","Consumer stocks, one of the brightest corners of the market this year, are about to lose their shine as risks build for the sector, according to Morgan Stanleys Michael Wilson.The faltering rally is … [+1982 chars]",negative,0.9707826972007751,negative,0.9639813303947449,negative,0.9707826972007751
Business Insider,Tim Levin,2023-09-25,AOC says she'll trade in her Tesla for a union-made EV. Her options are slim.,There aren't many union-made electric cars on the market. And even fewer that we think AOC might like.,"Rep. Alexandria Ocasio-Cortez wants to trade in her Tesla because it isn't union-made. Jeff Bachner/New York Daily News/Tribune News Service via Getty Images, Tesla
<ul><li>Rep. Alexandria Ocasio-Co… [+3072 chars]",neutral,0.8532509803771973,neutral,0.9387444257736206,neutral,0.8532509803771973
Ars Technica,Jonathan M. Gitlin,2023-09-25,The 2024 BMW i7 M70—electric luxury turned up to 11,"Adding more power often adds little to the EV experience, but we like this one.","Enlarge/ The i7 M70 features new mirrors and side skirts to go with new suspension and brakes and a more powerful rear motor.
21 with 
BMW provided flights from Washington, DC, to Portugal and thre… [+4273 chars]",positive,0.7256878018379211,positive,0.644201397895813,positive,0.7256878018379211
Fox News,Jeffrey Clark,2023-09-25,San Francisco left-wing official lashes out at Elon Musk after billionaire calls for his firing,"A San Francisco County Supervisor fired back at Elon Musk after the billionaire claimed Dean Preston was likely responsible for the ""destruction"" of the city.","Self-identified democratic socialist and San Francisco District 5 County Supervisor Dean Preston fired back at Tesla CEO Elon Musk after the billionaire claimed that Preston was probably the person ""… [+2492 chars]",negative,0.9045899510383606,negative,0.88339763879776,negative,0.9045899510383606
Ars Technica,Jonathan M. Gitlin,2023-09-25,Ford pauses work on $3.5 billion battery factory in Michigan,The site was going to make lithium iron phosphate cells for electric vehicles.,"Enlarge/ Ted Miller, manager of Ford Battery Cell Research and Advanced Engineering, holds a lithium iron phosphate (LFP) battery during a presentation on Monday, February 13, 2023 at Ford Ion Park i… [+1935 chars]",negative,0.9259445071220398,neutral,0.9463382363319397,negative,0.9259445071220398
Business Insider,Grace Kay,2023-09-25,Elon Musk might be the internet's worst boyfriend. At least that's what it seems like in his new biography.,What's it like to date the richest man in the world? It's not all glitz and glamour. A new biography of Elon Musk paints a somewhat sobering picture.,"Elon Musk can be a difficult person to be in a relationship with, Walter Isaacson's new biography on the billionaire reveals.Nathan Howard/Getty Images, Kurt Krieger/Corbis via Getty Images, David M.… [+6758 chars]",neutral,0.7998086214065552,neutral,0.9328939914703369,neutral,0.7998086214065552
CNN,Peter Valdes-Dapena,2023-09-25,Ford pausing work on $3.5 billion Michigan electric vehicle battery plant,"Ford is pausing work on a new, $3.5 billion electric vehicle battery plant in Michigan, even as the transition to electric vehicles has become a major sticking point in a United Auto Workers strike against automakers Ford, GM and Stellantis.","Ford is pausing work on a new, $3.5 billion electric vehicle battery plant in Michigan, even as the transition to electric vehicles has become a major sticking point in a United Auto Workers strike a… [+2375 chars]",neutral,0.7960725426673889,negative,0.9401018619537354,neutral,0.7960725426673889
Fox News,Lindsay Kornick,2023-09-25,AOC grilled on her non-union electric vehicle while supporting UAW strike,"Rep. Alexandria Ocasio-Cortez, D-N.Y., agreed that she owns a non-union made vehicle despite supporting the UAW strike because it was purchased during the pandemic.","Rep. Alexandria Ocasio-Cortez, D-N.Y., defended the use of her non-union made electric car while supporting the United Auto Workers (UAW) strike on Sunday.
The progressive ""Squad"" member appeared on… [+3037 chars]",negative,0.8143560290336609,negative,0.5247511863708496,negative,0.8143560290336609
News24,fin24,2023-09-25,"News24 | As electric shift stalls, Volkswagen weighs up savings",Volkswagen's factory in the heart of the east German city of Dresden was conceived as a showcase for the auto giant's electric future but on a September afternoon the production line stands still.,"Volkswagen's factory in the heart of the east German city of Dresden was conceived as a showcase for the auto giant's electric future but on a September afternoon the production line stands still.
R… [+3553 chars]",negative,0.8577590584754944,neutral,0.6420284509658813,negative,0.8577590584754944
Engadget,Kris Holt,2023-09-25,Huawei and Chery Autos claim their first production EV bests the Tesla Model S,"Huawei
 is moving deeper into the electric vehicle business with the help of Chery Autos
 and now we know when the first production model from their joint venture will arrive. Luxeed is slated to debut its coupe-style S7 in China in late November, according…","Huawei
 is moving deeper into the electric vehicle business with the help of Chery Autos
 and now we know when the first production model from their joint venture will arrive. Luxeed is slated to d… [+1280 chars]",neutral,0.5798870921134949,neutral,0.7073000073432922,neutral,0.5798870921134949
CNN,"Michelle Toh, Carina Cheng",2023-09-25,'Where is the phone?' Huawei keeps quiet about Mate 60 Pro but takes aim at Tesla,"Huawei has disappointed legions of fans — and US officials — eager to know more about its Mate 60 Pro smartphone, which has quickly become a symbol of the tech rivalry between the United States and China since it went on sale last month.","Editors Note: Sign up for CNNs Meanwhile in China newsletter which explores what you need to know about the countrys rise and how it impacts the world.
Huawei has disappointed legions of fans and US… [+4424 chars]",neutral,0.9038285613059998,negative,0.9268509149551392,neutral,0.9038285613059998
Business Insider,Jacob Zinkula,2023-09-25,"A millennial who quit teaching to be a full-time Uber and Lyft driver has made $36,000 so far this year — but thinks it's better as a part-time gig","Aaron Lavender, 36, quit teaching to become a full-time Uber and Lyft driver. He said uncertain pay and job security make the job unsustainable.","Aaron Lavender.Aaron Lavender
<ul><li>Aaron Lavender, 36, gave up teaching last year to work as a full-time Uber and Lyft driver. </li><li>But he said ride-hailing is more profitable and sustainable… [+5231 chars]",neutral,0.8884623050689697,neutral,0.8926674127578735,neutral,0.8884623050689697
Business Insider,Filip De Mott,2023-09-25,"CHART OF THE DAY: The S&P 500's top 7 stocks have soared more than 50% in 2023, while everything else is 'basically flat'","""If you buy the S&P 500 today, you are basically buying a handful of companies that make up 34% of the index,"" Torsten Sløk wrote.","Bloomberg, Apollo Chief Economist
<ul>
<li>The S&P 500's top seven stocks have gained more than 50% this year, Apollo's Torsten Sløk wrote.</li>
<li>But the rest of the benchmark index's stocks have… [+2054 chars]",negative,0.5282731056213379,positive,0.9440986514091492,negative,0.5282731056213379
Mashable,Waquar Haider,2023-09-25,Switching to iPhone 15; Here's how to transfer data from Android to your new device,A comprehensive guide on the process of transferring data from Android to iPhone is provided below.,"The highly anticipated iPhone 15 series by Apple is now available for purchase. This new series was unveiled at Apple's prestigious Wonderlust event on September 22nd, featuring the iPhone 15, iPhone… [+2329 chars]",neutral,0.9312883615493774,neutral,0.840965986251831,neutral,0.9312883615493774
Fortune,Nicholas Gordon,2023-09-25,AOC is 'looking into trading in' the Tesla she's had for years because of the UAW strike. It shows the Biden/EV dilemma,"Alexandria Ocasio-Cortez wants a union-made EV, but the UAW strike and the Biden EV push can't disguise the fact that those aren't plentiful.","Representative Alexandria Ocasio-Cortez (D-N.Y.) may be Elon Musks congressional nemesis, but it sounds like shes finally be done with her own yearslong attachment to a Tesla electric vehicle.The con… [+4633 chars]",neutral,0.8855645656585693,neutral,0.8698172569274902,neutral,0.8855645656585693
Engadget,Andrew Tarantola,2023-09-25,OSIRIS-REx used a Tesla-esque navigation system to capture 4.5 billion-year-old regolith,NASA's pioneering OSIRIS-REx mission has successfully returned from its journey to the asteroid Bennu. The robotic spacecraft briefly had set down on the celestial body in a first-of-its-kind attempt (by an American space agency) to collect pristine rock samp…,NASA's pioneering OSIRIS-REx mission has successfully returned from its journey to the asteroid Bennu. The robotic spacecraft briefly set down on the celestial body in a first-of-its-kind attempt (by… [+6228 chars],neutral,0.9319533109664917,neutral,0.815606951713562,neutral,0.9319533109664917
Business Insider,Filip De Mott,2023-09-25,"CHART OF THE DAY: The S&P 500's top 7 stocks have soared more than 50% in 2023, while everything else is 'basically flat'","""If you buy the S&P 500 today, you are basically buying a handful of companies that make up 34% of the index,"" Torsten Sløk wrote.","Bloomberg, Apollo Chief Economist
<ul>
<li>The S&P 500's top seven stocks have gained more than 50% this year, Apollo's Torsten Sløk wrote.</li>
<li>But the rest of the benchmark index's stocks have… [+2054 chars]",negative,0.5282731056213379,positive,0.9440986514091492,negative,0.5282731056213379
Business Insider,Jacob Zinkula,2023-09-25,"A millennial who quit teaching to be a full-time Uber and Lyft driver has made $36,000 so far this year — but thinks it's better as a part-time gig","Aaron Lavender, 36, quit teaching to become a full-time Uber and Lyft driver. He said uncertain pay and job security make the job unsustainable.","Aaron Lavender.Aaron Lavender
<ul><li>Aaron Lavender, 36, gave up teaching last year to work as a full-time Uber and Lyft driver. </li><li>But he said ride-hailing is more profitable and sustainable… [+5231 chars]",neutral,0.8884623050689697,neutral,0.8926674127578735,neutral,0.8884623050689697
Breitbart News,"Joshua Klein, Joshua Klein",2023-09-25,Outrage over White Miss Universe Zimbabwe Winner: ‘An Assault on Zim Women’,The recent crowning of a white Zimbabwean as the nation’s Miss Universe representative was met with much derision after many voiced their disapproval over the winner’s race in a country where white people make up a small minority.,The recent crowning of a white Zimbabwean as the nations Miss Universe representative was met with much derision after many voiced their disapproval over the winners race in a country where white peo… [+9521 chars],negative,0.8486061096191406,negative,0.9233585596084595,negative,0.8486061096191406
Business Insider,Tim Levin,2023-09-25,AOC says she'll trade in her Tesla for a union-made EV. Her options are slim.,There aren't many union-made electric cars on the market. And even fewer that we think AOC might like.,"Rep. Alexandria Ocasio-Cortez wants to trade in her Tesla because it isn't union-made. Jeff Bachner/New York Daily News/Tribune News Service via Getty Images, Tesla
<ul><li>Rep. Alexandria Ocasio-Co… [+3072 chars]",neutral,0.8532509803771973,neutral,0.9387444257736206,neutral,0.8532509803771973
Politico,By James Bikales and Kelsey Tamborrino,2023-09-25,Ford halts construction on EV battery plant ripped by GOP over China ties,"The pause comes during the second week of a United Auto Workers strike against Ford, GM and Stellantis.","Ford announced in February it would open the $3.5 billion plant in Marshall, Mich., by 2026, employing 2,500 workers and becoming the first automaker to manufacture next-gen lithium, iron, phosphate … [+4259 chars]",negative,0.894023597240448,neutral,0.5150945782661438,negative,0.894023597240448
News24,Sean Neethling,2023-09-25,News24 | OPINION | A bear in bull's clothing? Paying the price for AI in the US Tech,"The real challenge for investors is separating fact from fiction in terms of the transformative potential of artificial intelligence and establishing what a fair price is to pay for uncertainty, writes Sean Neethling.","The real challenge for investors is separating fact from fiction in terms of the transformative potential of artificial intelligence and establishing what a fair price is to pay for uncertainty, writ… [+9880 chars]",neutral,0.8692381381988525,neutral,0.9017075896263123,neutral,0.8692381381988525
Business Insider,Grace Kay,2023-09-25,Elon Musk might be the internet's worst boyfriend. At least that's what it seems like in his new biography.,What's it like to date the richest man in the world? It's not all glitz and glamour. A new biography of Elon Musk paints a somewhat sobering picture.,"Elon Musk can be a difficult person to be in a relationship with, Walter Isaacson's new biography on the billionaire reveals.Nathan Howard/Getty Images, Kurt Krieger/Corbis via Getty Images, David M.… [+6758 chars]",neutral,0.7998086214065552,neutral,0.9328939914703369,neutral,0.7998086214065552
Fortune,Christiaan Hetzner,2023-09-26,Elon Musk's Shanghai-built Tesla EVs targeted in EU probe into Chinese state subsidies to avoid 'a race to the bottom',Tesla's Chinese factory is one of the largest car plants in the world — and its most profitable.,"When historians look back on the electric vehicle industry, they may very well point to this past month as the turning point marking Chinas emergence as a global player in the auto industry. First it… [+4229 chars]",positive,0.5809162855148315,neutral,0.8734190464019775,positive,0.5809162855148315
The Times of India,Navdeep Singh,2023-09-26,Ahead of Market: 10 things that will decide D-Street action on Wednesday,Nifty on Tuesday ended 10 points lower to form an Inside Body candle indicating continuation of a range-bound trend in the near future,"Indian benchmark Nifty traded in a narrow range on Tuesday as traders shied away from making big bets amid continued selling by foreign investors, while domestic institutional buying offered some cus… [+4991 chars]",neutral,0.9385161995887756,negative,0.8458332419395447,neutral,0.9385161995887756
