source_name,author,date,title,description,content,label,tesla_related,tesla_related_num,sentiment_label_num,title_desc,one_shot_class,few_shot_class_2,few_shot_class_3,few_shot_class_4,few_shot_class_5
Breitbart News,"Lucas Nolan, Lucas Nolan",9/21/2023,Elon Musk's Neuralink Announces Human Trials of Brain-Computer Interface,"Elon Musks Neuralink has initiated the recruitment of subjects for its first human clinical trial, aiming to explore the potential of its creepy brain-computer interface technology that has produced nasty results for unfortunate test monkeys in recent years.","Elon Musks Neuralink has initiated the recruitment of subjects for its first human clinical trial, aiming to explore the potential of its creepy brain-computer interface technology that has produced  [+3753 chars]",neutral,no,0,1,"Elon Musk's Neuralink Announces Human Trials of Brain-Computer Interface Elon Musks Neuralink has initiated the recruitment of subjects for its first human clinical trial, aiming to explore the potential of its creepy brain-computer interface technology that has produced nasty results for unfortunate test monkeys in recent years.",No,"No, it is not related to Tesla.",No,No,"No, it is not possible to tell"
Wired,Aarian Marshall,9/21/2023,How Elon Musk and Tesla Helped Spark the UAW Auto Strikes,Tesla isn't involved in the UAW strike at Detroits Big Three automakers. But the EV maker and its irrepressible CEO had plenty to do with why the walkouts happened.,"Elon Musk hasnt been sighted at the picket lines in Missouri, Ohio, or Michigan, where autoworkers are striking against the Big Three US carmakers. Yet the influence of Musk and his non-unionized com [+2863 chars]",neutral,yes,1,1,How Elon Musk and Tesla Helped Spark the UAW Auto Strikes Tesla isn't involved in the UAW strike at Detroits Big Three automakers. But the EV maker and its irrepressible CEO had plenty to do with why the walkouts happened.,Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
Engadget,Steve Dent,9/22/2023,Jaguar signs on to use Tesla's chargers too,"Jaguar is joining Mercedes, Polestar and other automakers in adopting Tesla's NACS chargers for vehicles sold in North America starting in 2025. The company signed an agreement with Tesla to gain access to its 12,000+ Superchargers for its ""current and future","Jaguar is joining Mercedes, Polestar and other automakers in adopting Tesla's NACS chargers for vehicles sold in North America starting in 2025. The company signed an agreement with Tesla to gain acc [+1804 chars]",positive,yes,1,2,"Jaguar signs on to use Tesla's chargers too Jaguar is joining Mercedes, Polestar and other automakers in adopting Tesla's NACS chargers for vehicles sold in North America starting in 2025. The company signed an agreement with Tesla to gain access to its 12,000+ Superchargers for its ""current and future",Yes,Yes,"Yes, it is related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla."
Business Insider,Tom Carter,9/22/2023,Elon Musk's X has added 'formerly Twitter' to its App Store description as users continue to struggle with its rebrand,"The app has changed its description on the app store from ""Blaze your glory"" to ""Formerly Twitter"", after the chaotic rebrand of the social media platform.","CEO of SpaceX and Tesla and owner of Twitter, Elon Musk.Chesnot via Getty Images
<ul><li>X changes its app store tagline after users complain about confusing new name and logo.</li><li>The social me [+1969 chars]",neutral,no,0,1,"Elon Musk's X has added 'formerly Twitter' to its App Store description as users continue to struggle with its rebrand The app has changed its description on the app store from ""Blaze your glory"" to ""Formerly Twitter"", after the chaotic rebrand of the social media platform.",No,No,No,No,No
Fortune,Steve Mollman,9/22/2023,"Elon Musk generated money out of thin air to make Tesla succeed, says billionaire investor Jeremy Grantham","Grantham told his favorite loser story of when he called Tesla shares incredibly expensive, only to watch them skyrocket.","Legendary investor Jeremy Grantham has made plenty of good bets in his time, but he did not foresee the success that Tesla and its CEO Elon Musk would have. Grantham, a cofounder of investment manage [+2657 chars]",neutral,yes,1,1,"Elon Musk generated money out of thin air to make Tesla succeed, says billionaire investor Jeremy Grantham Grantham told his favorite loser story of when he called Tesla shares incredibly expensive, only to watch them skyrocket.",Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
Engadget,Karissa Bell,9/22/2023,What the Elon Musk biography revealed about his tumultuous Twitter takeover,"From alarming questions about Elon Musks role in Ukraines war effort
, to new details about his complicated personal life, there has been no shortage of bombshells from Walter Isaacsons recently released biography of Elon Musk.
The book covers his childho","From alarming questions about Elon Musks role in Ukraines war effort, to new details about his complicated personal life, there has been no shortage of bombshells from Walter Isaacsons recently relea [+7323 chars]",neutral,no,0,1,"What the Elon Musk biography revealed about his tumultuous Twitter takeover From alarming questions about Elon Musks role in Ukraines war effort
, to new details about his complicated personal life, there has been no shortage of bombshells from Walter Isaacsons recently released biography of Elon Musk.
The book covers his childho",No,"No, it is not related to Tesla.","No, it is not possible to tell","No, it is not possible to tell","No, it is not related to Tesla."
The Jerusalem Post,By MAAYAN JAFFE-HOFFMAN,9/23/2023,Elon Musk and social medias profit-making mechanisms - comment,Forget the news; now its all about entertainment. And thats how billionaire entrepreneur Elon Musk got into trouble over antisemitism.,"During a live-streamed conversation with Prime Minister Benjamin Netanyahu, Elon Musk bluntly admitted that amusement was now the primary driver for social networks.
The main goal of X, at least sin [+6369 chars]",neutral,no,0,1,Elon Musk and social medias profit-making mechanisms - comment Forget the news; now its all about entertainment. And thats how billionaire entrepreneur Elon Musk got into trouble over antisemitism.,No,"No, it is not related to Tesla.",No,No,"No, it is not possible to tell"
Business Insider,Hannah Getahun,9/23/2023,Elon Musk's grandfather belonged to a political party that believed the world should be governed by technology. Newspapers at the time described it as having 'the tone of an incipient Fascist movement.',"Elon Musk's grandfather Joshua Haldeman was a raging racist and anti-semite, per the Atlantic. He also strongly believed in technocracy at one point in his life.","Elon Musk.Britta Pedersen-Pool/Getty Images
<ul><li>Elon Musk's grandfather, Joshua Haldeman, was a ""radical conspiracy theorist,"" the Atlantic reports.</li><li>Haldeman was convicted in Canada for  [+4875 chars]",negative,no,0,0,"Elon Musk's grandfather belonged to a political party that believed the world should be governed by technology. Newspapers at the time described it as having 'the tone of an incipient Fascist movement.' Elon Musk's grandfather Joshua Haldeman was a raging racist and anti-semite, per the Atlantic. He also strongly believed in technocracy at one point in his life.",No,No,No,No,No
Business Insider,Lakshmi Varanasi,9/24/2023,AOC says she's looking to trade in her Tesla for a union-made EV after clash with Elon Musk,AOC reiterated on Face the Nation on Sunday that she wants to trade in her Tesla for a union-made EV.,"Rep. Alexandria Ocasio-Cortez once again said she wants to trade in her Tesla for a union-made EV.Tom Williams/CQ Roll Call
<ul>
<li>AOC said on Face the Nation on Sunday that she wants to trade in  [+1651 chars]",negative,yes,1,0,AOC says she's looking to trade in her Tesla for a union-made EV after clash with Elon Musk AOC reiterated on Face the Nation on Sunday that she wants to trade in her Tesla for a union-made EV.,Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
The Times of India,Reuters,9/24/2023,"Thailand expects Tesla, Google, Microsoft to invest $5 billion: PM Srettha Thavisin","Srettha was speaking to reporters in Bangkok after attending the U.N. General Assembly in New York where he also held talks with company executives earlier this week. Fresh foreign investment would boost Thailand's flagging economy, which is expected to grow ","Thailand's Prime Minister Srettha Thavisin said on Sunday the country expected to receive investment of at least $5 billion from Tesla, Google and Microsoft.""Tesla would be looking into an EV manufac [+974 chars]",neutral,yes,1,1,"Thailand expects Tesla, Google, Microsoft to invest $5 billion: PM Srettha Thavisin Srettha was speaking to reporters in Bangkok after attending the U.N. General Assembly in New York where he also held talks with company executives earlier this week. Fresh foreign investment would boost Thailand's flagging economy, which is expected to grow ",Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla.","No, it is not possible to tell"
Business Insider,Tim Levin,9/25/2023,AOC says she'll trade in her Tesla for a union-made EV. Her options are slim.,There aren't many union-made electric cars on the market. And even fewer that we think AOC might like.,"Rep. Alexandria Ocasio-Cortez wants to trade in her Tesla because it isn't union-made. Jeff Bachner/New York Daily News/Tribune News Service via Getty Images, Tesla
<ul><li>Rep. Alexandria Ocasio-Co [+3072 chars]",negative,yes,1,0,AOC says she'll trade in her Tesla for a union-made EV. Her options are slim. There aren't many union-made electric cars on the market. And even fewer that we think AOC might like.,Yes,"No, it is not possible to tell",No,No,No
Fox News,Jeffrey Clark,9/25/2023,San Francisco left-wing official lashes out at Elon Musk after billionaire calls for his firing,"A San Francisco County Supervisor fired back at Elon Musk after the billionaire claimed Dean Preston was likely responsible for the ""destruction"" of the city.","Self-identified democratic socialist and San Francisco District 5 County Supervisor Dean Preston fired back at Tesla CEO Elon Musk after the billionaire claimed that Preston was probably the person "" [+2492 chars]",neutral,no,0,1,"San Francisco left-wing official lashes out at Elon Musk after billionaire calls for his firing A San Francisco County Supervisor fired back at Elon Musk after the billionaire claimed Dean Preston was likely responsible for the ""destruction"" of the city.",No,"No, it is not related to Tesla.",No,No,"No, it is not possible to tell"
Engadget,Kris Holt,9/25/2023,Huawei and Chery Autos claim their first production EV bests the Tesla Model S,"Huawei
 is moving deeper into the electric vehicle business with the help of Chery Autos
 and now we know when the first production model from their joint venture will arrive. Luxeed is slated to debut its coupe-style S7 in China in late November, according","Huawei
 is moving deeper into the electric vehicle business with the help of Chery Autos
 and now we know when the first production model from their joint venture will arrive. Luxeed is slated to d [+1280 chars]",negative,yes,1,0,"Huawei and Chery Autos claim their first production EV bests the Tesla Model S Huawei
 is moving deeper into the electric vehicle business with the help of Chery Autos
 and now we know when the first production model from their joint venture will arrive. Luxeed is slated to debut its coupe-style S7 in China in late November, according",No,"No, it is not related to Tesla.","No, it is not possible to tell","No, it is not possible to tell","No, it is not possible to tell"
CNN,"Michelle Toh, Carina Cheng",9/25/2023,Where is the phone?' Huawei keeps quiet about Mate 60 Pro but takes aim at Tesla,"Huawei has disappointed legions of fans  and US officials  eager to know more about its Mate 60 Pro smartphone, which has quickly become a symbol of the tech rivalry between the United States and China since it went on sale last month.","Editors Note: Sign up for CNNs Meanwhile in China newsletter which explores what you need to know about the countrys rise and how it impacts the world.
Huawei has disappointed legions of fans and US [+4424 chars]",neutral,yes,1,1,"Where is the phone?' Huawei keeps quiet about Mate 60 Pro but takes aim at Tesla Huawei has disappointed legions of fans  and US officials  eager to know more about its Mate 60 Pro smartphone, which has quickly become a symbol of the tech rivalry between the United States and China since it went on sale last month.",No,"No, it is not related to Tesla.","No, it is not possible to tell","No, it is not possible to tell","No, it is not possible to tell"
Engadget,Andrew Tarantola,9/25/2023,OSIRIS-REx used a Tesla-esque navigation system to capture 4.5 billion-year-old regolith,NASA's pioneering OSIRIS-REx mission has successfully returned from its journey to the asteroid Bennu. The robotic spacecraft briefly had set down on the celestial body in a first-of-its-kind attempt (by an American space agency) to collect pristine rock samp,NASA's pioneering OSIRIS-REx mission has successfully returned from its journey to the asteroid Bennu. The robotic spacecraft briefly set down on the celestial body in a first-of-its-kind attempt (by [+6228 chars],positive,yes,1,2,OSIRIS-REx used a Tesla-esque navigation system to capture 4.5 billion-year-old regolith NASA's pioneering OSIRIS-REx mission has successfully returned from its journey to the asteroid Bennu. The robotic spacecraft briefly had set down on the celestial body in a first-of-its-kind attempt (by an American space agency) to collect pristine rock samp,Yes,Yes,"Yes, it is related to Tesla.","No, it is not possible to tell","No, it is not possible to tell"
Business Insider,Grace Kay,9/25/2023,Elon Musk might be the internet's worst boyfriend. At least that's what it seems like in his new biography.,What's it like to date the richest man in the world? It's not all glitz and glamour. A new biography of Elon Musk paints a somewhat sobering picture.,"Elon Musk can be a difficult person to be in a relationship with, Walter Isaacson's new biography on the billionaire reveals.Nathan Howard/Getty Images, Kurt Krieger/Corbis via Getty Images, David M. [+6758 chars]",negative,no,0,0,Elon Musk might be the internet's worst boyfriend. At least that's what it seems like in his new biography. What's it like to date the richest man in the world? It's not all glitz and glamour. A new biography of Elon Musk paints a somewhat sobering picture.,No,"No, it is not related to Tesla.",No,No,"No, it is not related to Tesla."
Fortune,Christiaan Hetzner,9/26/2023,Elon Musk's Shanghai-built Tesla EVs targeted in EU probe into Chinese state subsidies to avoid 'a race to the bottom',Tesla's Chinese factory is one of the largest car plants in the world  and its most profitable.,"When historians look back on the electric vehicle industry, they may very well point to this past month as the turning point marking Chinas emergence as a global player in the auto industry. First it [+4229 chars]",positive,yes,1,2,Elon Musk's Shanghai-built Tesla EVs targeted in EU probe into Chinese state subsidies to avoid 'a race to the bottom' Tesla's Chinese factory is one of the largest car plants in the world  and its most profitable.,Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
The Times of India,ET Online,9/26/2023,"Tesla's humanoid robot Optimus can now do intricate yoga poses, boss Elon Musk hails it as 'Progress'","Tesla has shared a video showcasing its AI-powered humanoid robot, Optimus, performing various tasks with precision and even doing yoga poses. The video has gone viral, amassing over 12 million views. Tesla has invited collaboration to further develop Optimus","The year 2023 has seen rapid progress in the field of generative artificial intelligence (AI) and now Elon Musk's Tesla is making waves after sharing a video featuring its AI-powered humanoid robot,  [+2940 chars]",positive,yes,1,2,"Tesla's humanoid robot Optimus can now do intricate yoga poses, boss Elon Musk hails it as 'Progress' Tesla has shared a video showcasing its AI-powered humanoid robot, Optimus, performing various tasks with precision and even doing yoga poses. The video has gone viral, amassing over 12 million views. Tesla has invited collaboration to further develop Optimus",Yes,Yes,"Yes, it is related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla."
The Jerusalem Post,By RON KAMPEAS/JTA,9/27/2023,More than 120 Jewish activists call on advertisers and app stores to drop Twitter/X,We have watched in horror as a new stage in antisemitic discourse has spread like wildfire on one of Americas largest social media networks.,"More than 100 Jewish activists have signed a letter appealing to major advertisers to end their relationship with X, the platform previously known as Twitter that is owned by Elon Musk, calling it a [+2712 chars]",negative,no,0,0,More than 120 Jewish activists call on advertisers and app stores to drop Twitter/X We have watched in horror as a new stage in antisemitic discourse has spread like wildfire on one of Americas largest social media networks.,No,"No, it is not related to Tesla.",No,No,"No, it is not possible to tell"
The Jerusalem Post,By ZVIKA KLEIN,9/27/2023,Elon Musk's showdown with Jewish leaders amidst X's antisemitism crisis,Musk has come under fire as antisemitism has spiked on X (formerly Twitter) since he acquired the company.,"Elon Musk, the world's wealthiest individual and the mind behind X (formerly Twitter) and Tesla, is set to engage in a pivotal discussion with prominent Jewish figures on Thursday, The Jerusalem Post [+3347 chars]",neutral,no,0,1,Elon Musk's showdown with Jewish leaders amidst X's antisemitism crisis Musk has come under fire as antisemitism has spiked on X (formerly Twitter) since he acquired the company.,No,"No, it is not related to Tesla.",No,No,"No, it is not possible to tell"
News.com.au,Brielle Burns,9/27/2023,Queensland Tesla fire: Firefighters told not to put out blaze,"A Tesla battery has caught fire at a large-scale storage site in Queensland, with firefighters told not to put out the blaze.","A Tesla battery has caught fire at a large-scale storage site in Queensland, with firefighters told not to put out the blaze.
Emergency services were called to the power substation at Bouldercombe,  [+3197 chars]",negative,yes,1,0,"Queensland Tesla fire: Firefighters told not to put out blaze A Tesla battery has caught fire at a large-scale storage site in Queensland, with firefighters told not to put out the blaze.",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
Fox News,Sarah Rumpf-Whitten,9/27/2023,Elon Musk says he supports a border wall and that migrants must have a 'shred of evidence' to receive asylum,"Elon Musk wrote on X Wednesday, saying that he supports a border wall along the southern border as droves of migrants enter the U.S. illegally.","Tech billionaire Elon Musk said Wednesday that he supports a border wall, saying migrants need to produce a ""shred of evidence"" to receive asylum in the United States.
""We actually do need a wall, a [+2717 chars]",neutral,no,0,1,"Elon Musk says he supports a border wall and that migrants must have a 'shred of evidence' to receive asylum Elon Musk wrote on X Wednesday, saying that he supports a border wall along the southern border as droves of migrants enter the U.S. illegally.",No,No,No,No,No
Newsweek,Shannon Power,9/27/2023,Elon Musk's COVID-19 Vaccine Comment Goes Viral,The X owner is no stranger to making controversial comments about the COVID-19 vaccines.,"A tweet by Elon Musk about the COVID-19 vaccine has gone viral, after he posted about ""disinformation.""
The Tesla CEO took to X, formerly Twitter, which he also owns, to share a montage of news head [+2972 chars]",neutral,no,0,1,Elon Musk's COVID-19 Vaccine Comment Goes Viral The X owner is no stranger to making controversial comments about the COVID-19 vaccines.,No,"No, it is not related to Tesla.","No, it is not possible to tell","No, it is not possible to tell","No, it is not related to Tesla."
The Times of India,Reuters,9/27/2023,Elon Musk-led Tesla's rivals scrap for thin slices of US EV sales,"Ford's decision to halt a planned $3.5 billion battery plant in Michigan highlights the challenge faced by Tesla's competitors in the US market. Most automakers are launching new electric vehicles (EVs) and investing in EV and battery plants, but few are sell",Ford Motor's decision to hit the brakes on a planned $3.5 billion battery plant in Michigan highlights a challenge for Tesla's growing crowd of rivals in the U.S. market: Tesla is pushing most of the [+2851 chars],positive,yes,1,2,"Elon Musk-led Tesla's rivals scrap for thin slices of US EV sales Ford's decision to halt a planned $3.5 billion battery plant in Michigan highlights the challenge faced by Tesla's competitors in the US market. Most automakers are launching new electric vehicles (EVs) and investing in EV and battery plants, but few are sell",Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla."
Business Insider,Sawdah Bhaimiya,9/27/2023,"X owner Elon Musk largely runs the social media giant from his iPhone, employees say","X employees have learnt not to send Elon Musk attachments or documents or spreadsheets in an email, per a Financial Times report.","Elon Musk likes to be sent information in emails without attachments or spreadsheets in them.Stefani Reynolds/AFP/Getty Images
<ul><li>Elon Musk leads the social media giant X from his iPhone, emplo [+2411 chars]",neutral,no,0,1,"X owner Elon Musk largely runs the social media giant from his iPhone, employees say X employees have learnt not to send Elon Musk attachments or documents or spreadsheets in an email, per a Financial Times report.",No,"No, it is not related to Tesla.","No, it is not possible to tell",No,"No, it is not possible to tell"
Reuters,Paul Lienert,9/27/2023,Analysis: Tesla's rivals scrap for thin slices of US EV sales,"Ford Motor's <a href=""https://www.reuters.com/markets/companies/F.N"" target=""_blank"">(F.N)</a> decision to hit the brakes on a planned $3.5 billion battery plant in Michigan highlights a challenge for Tesla's growing crowd of rivals in the U.S. market: Tesla ",Sept 27 (Reuters) - Ford Motor's (F.N) decision to hit the brakes on a planned $3.5 billion battery plant in Michigan highlights a challenge for Tesla's growing crowd of rivals in the U.S. market: Te [+3732 chars],positive,yes,1,2,"Analysis: Tesla's rivals scrap for thin slices of US EV sales Ford Motor's <a href=""https://www.reuters.com/markets/companies/F.N"" target=""_blank"">(F.N)</a> decision to hit the brakes on a planned $3.5 billion battery plant in Michigan highlights a challenge for Tesla's growing crowd of rivals in the U.S. market: Tesla ",Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla."
Fortune,Christiaan Hetzner,9/27/2023,"Elon Musk warns UAW demands will put Detroit's Big Three on the ""fast lane"" to bankruptcy",The tycoon is an avowed opponent of the United Auto Workers union and may fear labor leader Shawn Fain will take the fight to Tesla next.,Tesla CEO Elon Musk warned Detroits Big Three that giving into the United Auto Workers demands could put them in the fast lane to corporate failure. Should UAW boss Shawn Fain prevail with his wishli [+3156 chars],negative,yes,1,0,"Elon Musk warns UAW demands will put Detroit's Big Three on the ""fast lane"" to bankruptcy The tycoon is an avowed opponent of the United Auto Workers union and may fear labor leader Shawn Fain will take the fight to Tesla next.",No,"No, it is not related to Tesla.",No,No,"No, it is not possible to tell"
Business Insider,Sarah Jackson,9/28/2023,Elon Musk's biographer says X CEO's rocky interview was 'not a pretty sight' but she's 'the right person' for the job,"Musk's biographer, Walter Isaacson, said it'll be ""interesting"" to see X under Linda Yaccarino's leadership and described her as ""an impulsive hire.""","X CEO Linda Yaccarino still has the support of Elon Musk's biographer, who says she's ""the right person"" for the job, though he admits her Code Conference interview was ""not a pretty sight.""Isaac Bre [+4966 chars]",neutral,no,0,1,"Elon Musk's biographer says X CEO's rocky interview was 'not a pretty sight' but she's 'the right person' for the job Musk's biographer, Walter Isaacson, said it'll be ""interesting"" to see X under Linda Yaccarino's leadership and described her as ""an impulsive hire.""",No,"No, it is not related to Tesla.","No, it is not possible to tell",No,"No, it is not possible to tell"
Reuters,Dan Levine,9/28/2023,Tesla trial over Autopilot fatality kicks off in California,"The lawyer representing victims of a fatal crash of a Tesla Model 3 car in his opening statement in court on Thursday blamed the company's Autopilot driver assistant system, saying that ""a car company should never sell consumers experimental vehicles.""","SAN FRANCISCO, Sept 28 (Reuters) - The lawyer representing victims of a fatal crash of a Tesla Model 3 car in his opening statement in court on Thursday blamed the company's Autopilot driver assistan [+3434 chars]",negative,yes,1,0,"Tesla trial over Autopilot fatality kicks off in California The lawyer representing victims of a fatal crash of a Tesla Model 3 car in his opening statement in court on Thursday blamed the company's Autopilot driver assistant system, saying that ""a car company should never sell consumers experimental vehicles.""",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
The Verge,Andrew J. Hawkins,9/28/2023,"Tesla sued for severe racial harassment at its California factory, again",Tesla is being sued by a civil rights agency for racial discrimination against Black employees at its factory in California. Its the latest lawsuit to allege persistent racial harassment and discrimination at the company.,"Tesla sued for severe racial harassment at its California factory, again
Tesla sued for severe racial harassment at its California factory, again
 / Black employees were subjected to repeated and p [+2689 chars]",negative,yes,1,0,"Tesla sued for severe racial harassment at its California factory, again Tesla is being sued by a civil rights agency for racial discrimination against Black employees at its factory in California. Its the latest lawsuit to allege persistent racial harassment and discrimination at the company.",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
ABC News,"Brittany Gaddy, Deena Zaru",9/28/2023,"EEOC sues Tesla, alleging race discrimination and retaliation against Black employees","Tesla, the electric car company, is facing accusations of racial harassment and discrimination against Black employees outlined in a federal lawsuit filed by the EEOC.","The U.S. Equal Employment Opportunity Commission filed a federal lawsuit Thursday against Tesla, alleging the company engaged in racial harassment and discrimination.
The complaint, which was filed  [+2944 chars]",negative,yes,1,0,"EEOC sues Tesla, alleging race discrimination and retaliation against Black employees Tesla, the electric car company, is facing accusations of racial harassment and discrimination against Black employees outlined in a federal lawsuit filed by the EEOC.",Yes,Yes,Yes,Yes,"Yes, it is related to Tesla."
The Jerusalem Post,By ZVIKA KLEIN,9/28/2023,Musk gives 'tentative yes' to Auschwitz visit with the European Jewish Association,"The meeting was prompted by a series of controversial incidents involving Musk, earlier that month, he had threatened to sue the Anti-Defamation League (ADL) for billions of dollars.","Elon Musk, the world's wealthiest individual and the visionary behind X (formerly Twitter) and Tesla, has tentatively agreed to visit Auschwitz following a heartfelt request from European Jewish Asso [+7676 chars]",neutral,no,0,1,"Musk gives 'tentative yes' to Auschwitz visit with the European Jewish Association The meeting was prompted by a series of controversial incidents involving Musk, earlier that month, he had threatened to sue the Anti-Defamation League (ADL) for billions of dollars.",No,No,No,No,No
Business Insider,Grace Kay,9/28/2023,X CEO slams claims she's CEO in name only as 'not nice;' 'Who wouldn't want Elon Musk sitting by their side running product?',X CEO Linda Yaccarino took the stage at Vox's Code Conference shortly after an ex-Twitter staffer spoke on his negative experience at the company.,"Linda Yaccarino, left, is CEO of X, but Elon Musk, right, has said he runs the engineering side of the company.Santiago Felipe/Getty Images, Gotham/FilmMagic
<ul>
<li>X CEO Linda Yaccarino slammed q [+4314 chars]",neutral,no,0,1,X CEO slams claims she's CEO in name only as 'not nice;' 'Who wouldn't want Elon Musk sitting by their side running product?' X CEO Linda Yaccarino took the stage at Vox's Code Conference shortly after an ex-Twitter staffer spoke on his negative experience at the company.,No,"No, it is not related to Tesla.","No, it is not possible to tell","No, it is not possible to tell","No, it is not possible to tell"
CNN,Peter Valdes-Dapena,9/28/2023,Equal Employment Opportunity Commission sues Tesla alleging racism at California factory,"The United States government's Equal Employment Opportunity Commission sued Tesla Thursday alleging the automaker allowed repeated and overt displays of racism toward Black employees in its Fremont, California, factory.","The United States governments Equal Employment Opportunity Commission sued Tesla Thursday alleging the automaker allowed repeated and overt displays of racism toward Black employees in its Fremont, C [+2400 chars]",negative,yes,1,0,"Equal Employment Opportunity Commission sues Tesla alleging racism at California factory The United States government's Equal Employment Opportunity Commission sued Tesla Thursday alleging the automaker allowed repeated and overt displays of racism toward Black employees in its Fremont, California, factory.",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
Fortune,Eleanor Pringle,9/28/2023,Mark Cuban believes Elon Musk is his own worst enemy with X,"X owner Elon Musk could prove to be his own worst enemy, said Shark Tank star Mark Cuban, despite making some ""genius"" moves.","In the elite circle of global billionaires, Elon Musks search for allies may prove challenging, but one notable figure who stands by his side more often than not is Shark Tank star, Mark Cuban.In the [+3283 chars]",neutral,no,0,1,"Mark Cuban believes Elon Musk is his own worst enemy with X X owner Elon Musk could prove to be his own worst enemy, said Shark Tank star Mark Cuban, despite making some ""genius"" moves.",No,"No, it is not related to Tesla.",No,No,"No, it is not possible to tell"
NBC News,"Lora Kolodny, CNBC",9/28/2023,"EEOC sues Tesla, alleges racist harassment of Black workers, retaliation against those who spoke out","The EEOC has sued Tesla, accusing Elon Musks electric car maker of violating federal law by tolerating widespread and ongoing racial harassment of its Black employees and by subjecting some of these workers to retaliation for opposing the harassment.","The U.S. Equal Employment Opportunity Commission has sued Tesla, accusing Elon Musks electric car maker of violating federal law by tolerating widespread and ongoing racial harassment of its Black em [+1843 chars]",negative,yes,1,0,"EEOC sues Tesla, alleges racist harassment of Black workers, retaliation against those who spoke out The EEOC has sued Tesla, accusing Elon Musks electric car maker of violating federal law by tolerating widespread and ongoing racial harassment of its Black employees and by subjecting some of these workers to retaliation for opposing the harassment.",Yes,Yes,"Yes, it is related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla."
ABC News (AU),ABC News,9/28/2023,"Live: Australian markets to rise, as US regulator sues Tesla for 'racial harassment and retaliation'","The US version of Fair Work has launched a lawsuit against Elon Musk's Tesla, accusing the electric car and battery giant of ""widespread and ongoing racial harassment of its Black employees"". Read all about today's business news on our live blog.","Good morning!
Emilia here with your final live markets blog for the week. If you're in Victoria, happy public holiday if you're getting it off.
We've got some big international news this morning, w [+714 chars]",neutral,yes,1,1,"Live: Australian markets to rise, as US regulator sues Tesla for 'racial harassment and retaliation' The US version of Fair Work has launched a lawsuit against Elon Musk's Tesla, accusing the electric car and battery giant of ""widespread and ongoing racial harassment of its Black employees"". Read all about today's business news on our live blog.",Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
Fox News,Gabriel Hays,9/28/2023,AOC blistered after response to Elon Musk saying she's 'just not that smart',"Rep. Alexandria Ocasio-Cortez, D-N.Y., had a sharp rebuke for X owner Elon Musk after he insulted her intelligence on his platform on Wednesday.","Rep. Alexandria Ocasio-Cortez, D-N.Y., slammed billionaire Elon Musk on social media after he insulted her intelligence Wednesday.
In response to the billionaire and Tesla CEO that the congresswoman [+2501 chars]",neutral,no,0,1,"AOC blistered after response to Elon Musk saying she's 'just not that smart' Rep. Alexandria Ocasio-Cortez, D-N.Y., had a sharp rebuke for X owner Elon Musk after he insulted her intelligence on his platform on Wednesday.",No,"No, it is not related to Tesla.",No,No,"No, it is not possible to tell"
Al Jazeera English,Al Jazeera,9/29/2023,US sues Tesla over alleged pervasive racial abuse against Black workers,"The lawsuit seeks unspecified damages, compensation and an order that Tesla curb racism at its plant in California.","A government anti-discrimination agency in the United States is taking legal action against Elon Musks Tesla, accusing the company of allowing the pervasive racial harassment of Black workers at its  [+2894 chars]",negative,yes,1,0,"US sues Tesla over alleged pervasive racial abuse against Black workers The lawsuit seeks unspecified damages, compensation and an order that Tesla curb racism at its plant in California.",Yes,Yes,Yes,Yes,No
