source_name,author,date,title,description,content,title_desc,one_shot_class,tesla_related,label
Business Insider,Haley Tenore,2023-09-20,Elon Musk crashed Grimes' voice-recording session for 'Cyberpunk 2077' with a 200-year-old musket and 'insisted' on a cameo,"Elon Musk visited Grimes while she was recording lines for ""Cyberpunk 2077"" and brought a 200-year old gun. Musk apparently ""insisted"" on a cameo.","Walter Isaacson's new biography on Elon Musk reveals a time when he entered Grimes's recording session for Cyberpunk 2077 with a gun because he wanted a cameo in the game.Theo Wargo/Getty Images
<ul [+3205 chars]","Elon Musk crashed Grimes' voice-recording session for 'Cyberpunk 2077' with a 200-year-old musket and 'insisted' on a cameo Elon Musk visited Grimes while she was recording lines for ""Cyberpunk 2077"" and brought a 200-year old gun. Musk apparently ""insisted"" on a cameo.",no,no,neutral
Business Insider,Beatrice Nolan,2023-09-20,"Elon Musk's suggested X paywall is too risky to succeed, experts say: 'It will only speed up the deterioration of a platform in chaos.'","Elon Musk has proposed a paywall for X, formerly Twitter, and experts are skeptical about the suggested business model.","Elon Musk said a paywall for X could help combat bots on the platform.Chesnot/Getty Images
<ul><li>Elon Musk has proposed a paywall for X, but some experts are skeptical.</li><li>The billionaire sai [+2774 chars]","Elon Musk's suggested X paywall is too risky to succeed, experts say: 'It will only speed up the deterioration of a platform in chaos.' Elon Musk has proposed a paywall for X, formerly Twitter, and experts are skeptical about the suggested business model.",no,no,negative
Breitbart News,"Lucas Nolan, Lucas Nolan",2023-09-20,Feds Expand Investigation into Elon Musk and Tesla over Undisclosed Perks Such as a Glass Mansion,"Federal prosecutors are reportedly widening their investigation into Tesla and its CEO, Elon Musk, probing into undisclosed personal benefits and a mysterious project known as ""Project 42"" that allegedly was planned to build Musk a mansion made of glass.","Federal prosecutors are reportedly widening their investigation into Tesla and its CEO, Elon Musk, probing into undisclosed personal benefits and a mysterious project known as Project 42 that alleg [+2179 chars]","Feds Expand Investigation into Elon Musk and Tesla over Undisclosed Perks Such as a Glass Mansion Federal prosecutors are reportedly widening their investigation into Tesla and its CEO, Elon Musk, probing into undisclosed personal benefits and a mysterious project known as ""Project 42"" that allegedly was planned to build Musk a mansion made of glass.",yes,yes,negative
Business Insider,Tim Levin,2023-09-20,Tesla is giving away a free car to owners who get their friends to buy a Tesla,Tesla owners who get a friend to buy a Tesla before the end of the month could win a free Model 3.,"The Tesla Model 3.Xing Yun/Getty Images
<ul><li>Tesla is dangling the prospect of a free Model 3 in front of its loyal fans. </li><li>Tesla owners who get a friend to buy a Tesla before the end of t [+1753 chars]",Tesla is giving away a free car to owners who get their friends to buy a Tesla Tesla owners who get a friend to buy a Tesla before the end of the month could win a free Model 3.,yes,yes,positive
The Jerusalem Post,By ZVIKA KLEIN,2023-09-20,ADL CEO: Thankful for Netanyahu asking Musk to interfere in antisemitism on X - interview,"Earlier this month, X owner Elon Musk threatened to sue the Anti-Defamation League (ADL) for billions of dollars.",Anti Defamation League CEO Jonathan Greenblatt thanked Prime Minister Benjamin Netanyahu for urging X owner businessman Elon Musk to combat antisemitism on his social media platform in a meeting on M [+7376 chars],"ADL CEO: Thankful for Netanyahu asking Musk to interfere in antisemitism on X - interview Earlier this month, X owner Elon Musk threatened to sue the Anti-Defamation League (ADL) for billions of dollars.",no,no,neutral
TechCrunch,Aria Alamalhodaei,2023-09-20,"J.B. Straubel talks Tesla, Redwood Materials and keeping a startup mentality at any scale | TechCrunch","J.B. Straubel has worn many hats in his career: co-founder of Tesla, Tesla Board Member, and more recently, founder and CEO of battery materials and","J.B. Straubel has worn many hats in his career: co-founder of Tesla, Tesla Board Member, and more recently, founder and CEO of battery materials and recycling startup Redwood Materials.
But in his h [+3554 chars]","J.B. Straubel talks Tesla, Redwood Materials and keeping a startup mentality at any scale | TechCrunch J.B. Straubel has worn many hats in his career: co-founder of Tesla, Tesla Board Member, and more recently, founder and CEO of battery materials and",yes,,
Mashable,James Paul,2023-09-20,Elon Musk Suggests Twitter Might Go Behind Paywall; Might Charge Regular Users A Small Fee,Elon Musk Suggests Twitter Might Go Behind Paywall; Might Charge Regular Users A Small Feemashable.com,The metamorphosis of Twitter into X comes at a greater cost amid mounting expenses to run the microblogging platform. It seems like ad revenues and premium subscriptions are not enough to sustain the [+2418 chars],Elon Musk Suggests Twitter Might Go Behind Paywall; Might Charge Regular Users A Small Fee Elon Musk Suggests Twitter Might Go Behind Paywall; Might Charge Regular Users A Small Feemashable.com,yes,no,neutral
Ars Technica,Jonathan M. Gitlin,2023-09-21,"Jaguar jettisions CCS charger plug, negotiates Tesla Supercharger access",Jaguars will sport native North American Charging Standard plugs from 2025.,"Enlarge/ Jaguar is the latest automaker to negotiate a switch from the Combined Charging Standard to the North American Charging Standard.
10 with 
The North American Charging Standard has another  [+2913 chars]","Jaguar jettisions CCS charger plug, negotiates Tesla Supercharger access Jaguars will sport native North American Charging Standard plugs from 2025.",yes,yes,positive
The Times of India,New York Times,2023-09-21,"For Tesla and Musk, auto strike carries benefits and risks","Unencumbered by an activist union, Tesla can take advantage of the work stoppages to add to its substantial lead in battery technology and software. As the three established automakers face increases in labor costs and struggle to master electric vehicles, Te","The United Auto Workers strike against the Michigan automakers would seem to be nothing but good news for Tesla, the electric vehicle maker that has upended the industry and stolen customers from For [+8796 chars]","For Tesla and Musk, auto strike carries benefits and risks Unencumbered by an activist union, Tesla can take advantage of the work stoppages to add to its substantial lead in battery technology and software. As the three established automakers face increases in labor costs and struggle to master electric vehicles, Te",yes,,
Newsweek,Sophie Lloyd,2023-09-21,Kathy Griffin Explains Elon Musk Feud'He Got Very Upset With Me',"The comedian said the SpaceX founder kicked her off Twitter ""personally"" due to the stunt.","Kathy Griffin has revealed the reason for her feud with Elon Musk, after the tech mogul kicked the comedian off Twitter last year.
Appearing on the podcast Onward with Rosie O'Donnell, the 62-year-o [+3905 chars]","Kathy Griffin Explains Elon Musk Feud'He Got Very Upset With Me' The comedian said the SpaceX founder kicked her off Twitter ""personally"" due to the stunt.",no,,
Breitbart News,"Alana Mastrangelo, Alana Mastrangelo",2023-09-21,Green Inferno: Tesla Model 3 Engulfed in Flames After Hitting Debris on New Jersey Road,"A 2022 Tesla Model 3 reportedly caught fire and was completely destroyed in Newark, New Jersey, last week after the electric vehicle struck debris on the road.","A 2022 Tesla Model 3 reportedly caught fire and was completely destroyed in Newark, New Jersey, last week after the electric vehicle struck debris on the road.
The electric vehicle started issuing w [+2445 chars]","Green Inferno: Tesla Model 3 Engulfed in Flames After Hitting Debris on New Jersey Road A 2022 Tesla Model 3 reportedly caught fire and was completely destroyed in Newark, New Jersey, last week after the electric vehicle struck debris on the road.",yes,yes,negative
Business Insider,Lloyd Lee,2023-09-21,"Elon Musk's claim that no monkey died as a result of Neuralink implants contradicts records that show how the animals experienced brain swelling, paralysis, seizures, and other health effects, letter to SEC alleges","A nonprofit alleges that research records of Neuralink's experiment on at least a dozen monkeys contradict Elon Musk's claims that ""no monkey has died as a result"" of the chip.","Elon Musk in June 2023 at the Viva Tech conference.Chesnot/Getty Images
<ul><li>Elon Musk's Neuralink used monkeys to test its brain chip that can connect to a device.</li><li>Musk said on X, former [+4901 chars]","Elon Musk's claim that no monkey died as a result of Neuralink implants contradicts records that show how the animals experienced brain swelling, paralysis, seizures, and other health effects, letter to SEC alleges A nonprofit alleges that research records of Neuralink's experiment on at least a dozen monkeys contradict Elon Musk's claims that ""no monkey has died as a result"" of the chip.",no,no,negative
Breitbart News,"Lucas Nolan, Lucas Nolan",2023-09-21,Elon Musk's Neuralink Announces Human Trials of Brain-Computer Interface,"Elon Musks Neuralink has initiated the recruitment of subjects for its first human clinical trial, aiming to explore the potential of its creepy brain-computer interface technology that has produced nasty results for unfortunate test monkeys in recent years.","Elon Musks Neuralink has initiated the recruitment of subjects for its first human clinical trial, aiming to explore the potential of its creepy brain-computer interface technology that has produced  [+3753 chars]","Elon Musk's Neuralink Announces Human Trials of Brain-Computer Interface Elon Musks Neuralink has initiated the recruitment of subjects for its first human clinical trial, aiming to explore the potential of its creepy brain-computer interface technology that has produced nasty results for unfortunate test monkeys in recent years.",no,no,neutral
Wired,Aarian Marshall,2023-09-21,How Elon Musk and Tesla Helped Spark the UAW Auto Strikes,Tesla isn't involved in the UAW strike at Detroits Big Three automakers. But the EV maker and its irrepressible CEO had plenty to do with why the walkouts happened.,"Elon Musk hasnt been sighted at the picket lines in Missouri, Ohio, or Michigan, where autoworkers are striking against the Big Three US carmakers. Yet the influence of Musk and his non-unionized com [+2863 chars]",How Elon Musk and Tesla Helped Spark the UAW Auto Strikes Tesla isn't involved in the UAW strike at Detroits Big Three automakers. But the EV maker and its irrepressible CEO had plenty to do with why the walkouts happened.,yes,yes,neutral
Engadget,Karissa Bell,2023-09-22,What the Elon Musk biography revealed about his tumultuous Twitter takeover,"From alarming questions about Elon Musks role in Ukraines war effort
, to new details about his complicated personal life, there has been no shortage of bombshells from Walter Isaacsons recently released biography of Elon Musk.
The book covers his childho","From alarming questions about Elon Musks role in Ukraines war effort, to new details about his complicated personal life, there has been no shortage of bombshells from Walter Isaacsons recently relea [+7323 chars]","What the Elon Musk biography revealed about his tumultuous Twitter takeover From alarming questions about Elon Musks role in Ukraines war effort
, to new details about his complicated personal life, there has been no shortage of bombshells from Walter Isaacsons recently released biography of Elon Musk.
The book covers his childho",no,no,neutral
Fortune,Steve Mollman,2023-09-22,"Elon Musk generated money out of thin air to make Tesla succeed, says billionaire investor Jeremy Grantham","Grantham told his favorite loser story of when he called Tesla shares incredibly expensive, only to watch them skyrocket.","Legendary investor Jeremy Grantham has made plenty of good bets in his time, but he did not foresee the success that Tesla and its CEO Elon Musk would have. Grantham, a cofounder of investment manage [+2657 chars]","Elon Musk generated money out of thin air to make Tesla succeed, says billionaire investor Jeremy Grantham Grantham told his favorite loser story of when he called Tesla shares incredibly expensive, only to watch them skyrocket.",yes,yes,neutral
Business Insider,Tom Carter,2023-09-22,Elon Musk's X has added 'formerly Twitter' to its App Store description as users continue to struggle with its rebrand,"The app has changed its description on the app store from ""Blaze your glory"" to ""Formerly Twitter"", after the chaotic rebrand of the social media platform.","CEO of SpaceX and Tesla and owner of Twitter, Elon Musk.Chesnot via Getty Images
<ul><li>X changes its app store tagline after users complain about confusing new name and logo.</li><li>The social me [+1969 chars]","Elon Musk's X has added 'formerly Twitter' to its App Store description as users continue to struggle with its rebrand The app has changed its description on the app store from ""Blaze your glory"" to ""Formerly Twitter"", after the chaotic rebrand of the social media platform.",no,no,neutral
Engadget,Steve Dent,2023-09-22,Jaguar signs on to use Tesla's chargers too,"Jaguar is joining Mercedes, Polestar and other automakers in adopting Tesla's NACS chargers for vehicles sold in North America starting in 2025. The company signed an agreement with Tesla to gain access to its 12,000+ Superchargers for its ""current and future","Jaguar is joining Mercedes, Polestar and other automakers in adopting Tesla's NACS chargers for vehicles sold in North America starting in 2025. The company signed an agreement with Tesla to gain acc [+1804 chars]","Jaguar signs on to use Tesla's chargers too Jaguar is joining Mercedes, Polestar and other automakers in adopting Tesla's NACS chargers for vehicles sold in North America starting in 2025. The company signed an agreement with Tesla to gain access to its 12,000+ Superchargers for its ""current and future",yes,yes,positive
Fortune,Will Daniel,2023-09-22,Benjamin Netanyahu fears AI could cannibalize more jobs than it creates. This is like having nuclear technology in the Stone Age,"The pace of AI development is outpacing what solutions we need to put in place to maximize the benefits and limit the risks, the Israeli Prime Minister warned.","Israeli Prime Minister Benjamin Netanyahu sat down with Tesla CEO Elon Musk, MIT professor Max Tegmark, and OpenAI president Greg Brockman on Sunday for a round-table discussion about artificial inte [+4019 chars]","Benjamin Netanyahu fears AI could cannibalize more jobs than it creates. This is like having nuclear technology in the Stone Age The pace of AI development is outpacing what solutions we need to put in place to maximize the benefits and limit the risks, the Israeli Prime Minister warned.",no,,
Next Big Future,Brian Wang,2023-09-22,Pepsi Tesla Semi Trucks Drives 480 Miles on 100% Charge,"On Day 10 of the Runonless real world tests, the truck 1 Pepsi Tesla Semi drove 841 miles with one 96% recharge during the day. It drove at about 60 mph and got 841 miles from 175% charge. On Day 11, the truck 1 was driven for 853 miles and the other each for",Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology [+593 chars],"Pepsi Tesla Semi Trucks Drives 480 Miles on 100% Charge On Day 10 of the Runonless real world tests, the truck 1 Pepsi Tesla Semi drove 841 miles with one 96% recharge during the day. It drove at about 60 mph and got 841 miles from 175% charge. On Day 11, the truck 1 was driven for 853 miles and the other each for",yes,,
The Jerusalem Post,By MAAYAN JAFFE-HOFFMAN,2023-09-23,Elon Musk and social medias profit-making mechanisms - comment,Forget the news; now its all about entertainment. And thats how billionaire entrepreneur Elon Musk got into trouble over antisemitism.,"During a live-streamed conversation with Prime Minister Benjamin Netanyahu, Elon Musk bluntly admitted that amusement was now the primary driver for social networks.
The main goal of X, at least sin [+6369 chars]",Elon Musk and social medias profit-making mechanisms - comment Forget the news; now its all about entertainment. And thats how billionaire entrepreneur Elon Musk got into trouble over antisemitism.,no,no,neutral
Business Insider,Hannah Getahun,2023-09-23,Elon Musk's grandfather belonged to a political party that believed the world should be governed by technology. Newspapers at the time described it as having 'the tone of an incipient Fascist movement.',"Elon Musk's grandfather Joshua Haldeman was a raging racist and anti-semite, per the Atlantic. He also strongly believed in technocracy at one point in his life.","Elon Musk.Britta Pedersen-Pool/Getty Images
<ul><li>Elon Musk's grandfather, Joshua Haldeman, was a ""radical conspiracy theorist,"" the Atlantic reports.</li><li>Haldeman was convicted in Canada for  [+4875 chars]","Elon Musk's grandfather belonged to a political party that believed the world should be governed by technology. Newspapers at the time described it as having 'the tone of an incipient Fascist movement.' Elon Musk's grandfather Joshua Haldeman was a raging racist and anti-semite, per the Atlantic. He also strongly believed in technocracy at one point in his life.",no,no,negative
Next Big Future,Brian Wang,2023-09-24,New Teslabot Capabilities. All Neural Net Training and Great Balance. Mass Production Near,"Tesla has released new video of the Optimus Teslabot. They are showing vastly improved balance and hand control. The critical thing is like the FSD (full self driving ) for cars, all of the training is all neural nets and video in and capabilities out. Tesla ",Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology [+593 chars],"New Teslabot Capabilities. All Neural Net Training and Great Balance. Mass Production Near Tesla has released new video of the Optimus Teslabot. They are showing vastly improved balance and hand control. The critical thing is like the FSD (full self driving ) for cars, all of the training is all neural nets and video in and capabilities out. Tesla ",yes,,
Business Insider,Lakshmi Varanasi,2023-09-24,AOC says she's looking to trade in her Tesla for a union-made EV after clash with Elon Musk,AOC reiterated on Face the Nation on Sunday that she wants to trade in her Tesla for a union-made EV.,"Rep. Alexandria Ocasio-Cortez once again said she wants to trade in her Tesla for a union-made EV.Tom Williams/CQ Roll Call
<ul>
<li>AOC said on Face the Nation on Sunday that she wants to trade in  [+1651 chars]",AOC says she's looking to trade in her Tesla for a union-made EV after clash with Elon Musk AOC reiterated on Face the Nation on Sunday that she wants to trade in her Tesla for a union-made EV.,yes,yes,negative
The Times of India,Reuters,2023-09-24,"Thailand expects Tesla, Google, Microsoft to invest $5 billion: PM Srettha Thavisin","Srettha was speaking to reporters in Bangkok after attending the U.N. General Assembly in New York where he also held talks with company executives earlier this week. Fresh foreign investment would boost Thailand's flagging economy, which is expected to grow ","Thailand's Prime Minister Srettha Thavisin said on Sunday the country expected to receive investment of at least $5 billion from Tesla, Google and Microsoft.""Tesla would be looking into an EV manufac [+974 chars]","Thailand expects Tesla, Google, Microsoft to invest $5 billion: PM Srettha Thavisin Srettha was speaking to reporters in Bangkok after attending the U.N. General Assembly in New York where he also held talks with company executives earlier this week. Fresh foreign investment would boost Thailand's flagging economy, which is expected to grow ",yes,yes,neutral
Next Big Future,Brian Wang,2023-09-24,"Oracle is Focused on Generative AI, a New Supercomputer and a Cybertruck Police Car","Oracle CEO Larry Ellison described using Oracle using Tesla Cybertruck as a next-generation police car. He says it will be very safe, very fast and it already has all of the cameras and screens that Oracles software needs. The details will be disclosed when ","Oracle CEO Larry Ellison described using Oracle using Tesla Cybertruck as a next-generation police car. He says it will be very safe, very fast and it already has all of the cameras and screens that  [+1681 chars]","Oracle is Focused on Generative AI, a New Supercomputer and a Cybertruck Police Car Oracle CEO Larry Ellison described using Oracle using Tesla Cybertruck as a next-generation police car. He says it will be very safe, very fast and it already has all of the cameras and screens that Oracles software needs. The details will be disclosed when ",yes,,
Business Insider,Tim Levin,2023-09-25,AOC says she'll trade in her Tesla for a union-made EV. Her options are slim.,There aren't many union-made electric cars on the market. And even fewer that we think AOC might like.,"Rep. Alexandria Ocasio-Cortez wants to trade in her Tesla because it isn't union-made. Jeff Bachner/New York Daily News/Tribune News Service via Getty Images, Tesla
<ul><li>Rep. Alexandria Ocasio-Co [+3072 chars]",AOC says she'll trade in her Tesla for a union-made EV. Her options are slim. There aren't many union-made electric cars on the market. And even fewer that we think AOC might like.,yes,yes,negative
Engadget,Kris Holt,2023-09-25,Huawei and Chery Autos claim their first production EV bests the Tesla Model S,"Huawei
 is moving deeper into the electric vehicle business with the help of Chery Autos
 and now we know when the first production model from their joint venture will arrive. Luxeed is slated to debut its coupe-style S7 in China in late November, according","Huawei
 is moving deeper into the electric vehicle business with the help of Chery Autos
 and now we know when the first production model from their joint venture will arrive. Luxeed is slated to d [+1280 chars]","Huawei and Chery Autos claim their first production EV bests the Tesla Model S Huawei
 is moving deeper into the electric vehicle business with the help of Chery Autos
 and now we know when the first production model from their joint venture will arrive. Luxeed is slated to debut its coupe-style S7 in China in late November, according",no,yes,negative
CNN,"Michelle Toh, Carina Cheng",2023-09-25,Where is the phone?' Huawei keeps quiet about Mate 60 Pro but takes aim at Tesla,"Huawei has disappointed legions of fans  and US officials  eager to know more about its Mate 60 Pro smartphone, which has quickly become a symbol of the tech rivalry between the United States and China since it went on sale last month.","Editors Note: Sign up for CNNs Meanwhile in China newsletter which explores what you need to know about the countrys rise and how it impacts the world.
Huawei has disappointed legions of fans and US [+4424 chars]","Where is the phone?' Huawei keeps quiet about Mate 60 Pro but takes aim at Tesla Huawei has disappointed legions of fans  and US officials  eager to know more about its Mate 60 Pro smartphone, which has quickly become a symbol of the tech rivalry between the United States and China since it went on sale last month.",no,yes,neutral
Engadget,Andrew Tarantola,2023-09-25,OSIRIS-REx used a Tesla-esque navigation system to capture 4.5 billion-year-old regolith,NASA's pioneering OSIRIS-REx mission has successfully returned from its journey to the asteroid Bennu. The robotic spacecraft briefly had set down on the celestial body in a first-of-its-kind attempt (by an American space agency) to collect pristine rock samp,NASA's pioneering OSIRIS-REx mission has successfully returned from its journey to the asteroid Bennu. The robotic spacecraft briefly set down on the celestial body in a first-of-its-kind attempt (by [+6228 chars],OSIRIS-REx used a Tesla-esque navigation system to capture 4.5 billion-year-old regolith NASA's pioneering OSIRIS-REx mission has successfully returned from its journey to the asteroid Bennu. The robotic spacecraft briefly had set down on the celestial body in a first-of-its-kind attempt (by an American space agency) to collect pristine rock samp,yes,yes,positive
Business Insider,Grace Kay,2023-09-25,Elon Musk might be the internet's worst boyfriend. At least that's what it seems like in his new biography.,What's it like to date the richest man in the world? It's not all glitz and glamour. A new biography of Elon Musk paints a somewhat sobering picture.,"Elon Musk can be a difficult person to be in a relationship with, Walter Isaacson's new biography on the billionaire reveals.Nathan Howard/Getty Images, Kurt Krieger/Corbis via Getty Images, David M. [+6758 chars]",Elon Musk might be the internet's worst boyfriend. At least that's what it seems like in his new biography. What's it like to date the richest man in the world? It's not all glitz and glamour. A new biography of Elon Musk paints a somewhat sobering picture.,no,no,negative
Fortune,Nicholas Gordon,2023-09-25,AOC is 'looking into trading in' the Tesla she's had for years because of the UAW strike. It shows the Biden/EV dilemma,"Alexandria Ocasio-Cortez wants a union-made EV, but the UAW strike and the Biden EV push can't disguise the fact that those aren't plentiful.","Representative Alexandria Ocasio-Cortez (D-N.Y.) may be Elon Musks congressional nemesis, but it sounds like shes finally be done with her own yearslong attachment to a Tesla electric vehicle.The con [+4633 chars]","AOC is 'looking into trading in' the Tesla she's had for years because of the UAW strike. It shows the Biden/EV dilemma Alexandria Ocasio-Cortez wants a union-made EV, but the UAW strike and the Biden EV push can't disguise the fact that those aren't plentiful.",yes,,
Fox News,Jeffrey Clark,2023-09-25,San Francisco left-wing official lashes out at Elon Musk after billionaire calls for his firing,"A San Francisco County Supervisor fired back at Elon Musk after the billionaire claimed Dean Preston was likely responsible for the ""destruction"" of the city.","Self-identified democratic socialist and San Francisco District 5 County Supervisor Dean Preston fired back at Tesla CEO Elon Musk after the billionaire claimed that Preston was probably the person "" [+2492 chars]","San Francisco left-wing official lashes out at Elon Musk after billionaire calls for his firing A San Francisco County Supervisor fired back at Elon Musk after the billionaire claimed Dean Preston was likely responsible for the ""destruction"" of the city.",no,no,neutral
Fortune,Christiaan Hetzner,2023-09-26,Elon Musk's Shanghai-built Tesla EVs targeted in EU probe into Chinese state subsidies to avoid 'a race to the bottom',Tesla's Chinese factory is one of the largest car plants in the world  and its most profitable.,"When historians look back on the electric vehicle industry, they may very well point to this past month as the turning point marking Chinas emergence as a global player in the auto industry. First it [+4229 chars]",Elon Musk's Shanghai-built Tesla EVs targeted in EU probe into Chinese state subsidies to avoid 'a race to the bottom' Tesla's Chinese factory is one of the largest car plants in the world  and its most profitable.,yes,yes,positive
The Times of India,ET Online,2023-09-26,"Tesla's humanoid robot Optimus can now do intricate yoga poses, boss Elon Musk hails it as 'Progress'","Tesla has shared a video showcasing its AI-powered humanoid robot, Optimus, performing various tasks with precision and even doing yoga poses. The video has gone viral, amassing over 12 million views. Tesla has invited collaboration to further develop Optimus","The year 2023 has seen rapid progress in the field of generative artificial intelligence (AI) and now Elon Musk's Tesla is making waves after sharing a video featuring its AI-powered humanoid robot,  [+2940 chars]","Tesla's humanoid robot Optimus can now do intricate yoga poses, boss Elon Musk hails it as 'Progress' Tesla has shared a video showcasing its AI-powered humanoid robot, Optimus, performing various tasks with precision and even doing yoga poses. The video has gone viral, amassing over 12 million views. Tesla has invited collaboration to further develop Optimus",yes,yes,positive
IGN,Ryan Dinsdale,2023-09-26,"Elon Musk Was Never in Cyberpunk 2077, CD Projekt Dev Says, Despite Him Demanding a Cameo","Elon Musk was never in Cyberpunk 2077 according to one CD Projekt Red developer, despite the Tesla and X boss demanding a cameo.","Elon Musk was never in Cyberpunk 2077 according to one CD Projekt Red developer, despite the Tesla and X boss demanding a cameo.
Cyberpunk 2077 senior quest designer Patrick K. Mills said the widely [+2053 chars]","Elon Musk Was Never in Cyberpunk 2077, CD Projekt Dev Says, Despite Him Demanding a Cameo Elon Musk was never in Cyberpunk 2077 according to one CD Projekt Red developer, despite the Tesla and X boss demanding a cameo.",yes,,
ABC News (AU),Jasmine Hines,2023-09-26,Tesla battery on fire at major Queensland renewable energy storage site,"Firefighting crews worked through the night to contain the battery blaze, with Tesla to investigate the cause of the fire.","A Tesla battery continues to burn at one of Queenslands first large-scale battery storage sites after it caught fire last night.
Police were called to the incident in Childs Avenue in Bouldercombe,  [+1060 chars]","Tesla battery on fire at major Queensland renewable energy storage site Firefighting crews worked through the night to contain the battery blaze, with Tesla to investigate the cause of the fire.",yes,,
Fox News,Adam Shaw,2023-09-26,Elon Musk to visit southern border in Texas as migrant numbers hit new records,"Tesla founder Elon Musk said on Tuesday that he intends to Eagle Pass, Texas, which has been the epicenter of the recent surge in migrant numbers at the southern border.","Tech billionaire Elon Musk said on Tuesday he will visit the southern border in Eagle Pass, Texas, in the coming days as the ongoing migrant crisis is escalating and seeing new record numbers.
Musk, [+2897 chars]","Elon Musk to visit southern border in Texas as migrant numbers hit new records Tesla founder Elon Musk said on Tuesday that he intends to Eagle Pass, Texas, which has been the epicenter of the recent surge in migrant numbers at the southern border.",yes,,
Fox News,Lindsay Kornick,2023-09-26,"One year later, AOC continues to suggest that she will trade in her non-union made Tesla","Rep. Alexandria Ocasio-Cortez, D-N.Y., originally claimed she would trade in her Tesla back in May 2022 over her online feud with Elon Musk and his politics.","Rep. Alexandria Ocasio-Cortez, D-N.Y. has still not traded in her non-union made Tesla after suggesting over a year ago she would trade in the vehicle. 
On CBS ""Face the Nation"" Sunday, Ocasio-Corte [+3668 chars]","One year later, AOC continues to suggest that she will trade in her non-union made Tesla Rep. Alexandria Ocasio-Cortez, D-N.Y., originally claimed she would trade in her Tesla back in May 2022 over her online feud with Elon Musk and his politics.",no,,
CBS News,Kerry Breen,2023-09-26,"Jewish leaders criticize Elon Musk for antisemitism on X, formerly Twitter","A group of rabbis, academics and activists said the behavior of owner Elon Musk has allowed ""a new stage in antisemitic discourse"" to ""spread like wildfire"" on the social media site.","A group of 100 Jewish leaders, including some prominent rabbis and academics, released a public letter criticizing X, the social media platform formerly known as Twitter, and its owner Elon Musk for  [+4143 chars]","Jewish leaders criticize Elon Musk for antisemitism on X, formerly Twitter A group of rabbis, academics and activists said the behavior of owner Elon Musk has allowed ""a new stage in antisemitic discourse"" to ""spread like wildfire"" on the social media site.",no,,
Business Insider,Joseph Wilkins,2023-09-27,Elon Musk says the UAW's strike demands will drive America's big 3 automakers 'bankrupt',"Workers at Ford, General Motors, and Chrysler owner Stellantis began the first simultaneous walkout on September 15 in a row over wages and working hours.","Elon Musk is CEO of Tesla.Getty Images
<ul>
<li>Elon Musk hit out at the United Auto Workers in a post on X on Tuesday. </li>
<li>The Tesla CEO said the union's demands would ""drive GM, Ford and Chr [+1978 chars]","Elon Musk says the UAW's strike demands will drive America's big 3 automakers 'bankrupt' Workers at Ford, General Motors, and Chrysler owner Stellantis began the first simultaneous walkout on September 15 in a row over wages and working hours.",no,,
Business Insider,Grace Kay,2023-09-27,We asked Elon Musk's dad what he thought about the new book out on his son. He had a lot to say.,Errol Musk is mentioned over 120 times in the new Elon Musk biography  often in a negative light.,"Errol Musk (left) said he doesn't plan to read the biography on his son, Elon Musk (right), that was written by Walter Isaacson (center).GIANLUIGI GUERCIA/AFP via Getty Images, SXSW/Chesnot/Getty Ima [+6055 chars]",We asked Elon Musk's dad what he thought about the new book out on his son. He had a lot to say. Errol Musk is mentioned over 120 times in the new Elon Musk biography  often in a negative light.,no,,
The Irish Times,Neil Briscoe,2023-09-27,Are electric cars a bigger fire hazard?,"EV fires can be catastrophic, but theyre far less common than youd think","The images were as dramatic as they were scary. A Tesla Model S, painted in the high-visibility shade of yellow we associate with crash testing, was remotely launched up, over, and off a large ramp,  [+10193 chars]","Are electric cars a bigger fire hazard? EV fires can be catastrophic, but theyre far less common than youd think",no,,
Breitbart News,"Lucas Nolan, Lucas Nolan",2023-09-27,Elon Musk Considered Building a Tesla Factory in Dallas but Decided City Is 'Too Texas',"Elon Musk contemplated various cities including Dallas to be the site of a new Tesla factory before eventually settling on Austin. Musk reportedly deemed Dallas to be ""too Texas,"" according to Walter Isaacsons new biography.","Elon Musk contemplated various cities including Dallas to be the site of a new Tesla factory before eventually settling on Austin. Musk reportedly deemed Dallas to be too Texas, according to Walter [+2126 chars]","Elon Musk Considered Building a Tesla Factory in Dallas but Decided City Is 'Too Texas' Elon Musk contemplated various cities including Dallas to be the site of a new Tesla factory before eventually settling on Austin. Musk reportedly deemed Dallas to be ""too Texas,"" according to Walter Isaacsons new biography.",yes,,
Newsweek,Shannon Power,2023-09-27,Elon Musk's COVID-19 Vaccine Comment Goes Viral,The X owner is no stranger to making controversial comments about the COVID-19 vaccines.,"A tweet by Elon Musk about the COVID-19 vaccine has gone viral, after he posted about ""disinformation.""
The Tesla CEO took to X, formerly Twitter, which he also owns, to share a montage of news head [+2972 chars]",Elon Musk's COVID-19 Vaccine Comment Goes Viral The X owner is no stranger to making controversial comments about the COVID-19 vaccines.,no,no,neutral
